GO_ID	GO_Name	Aspect	Accession_Count	Accessions
GO:0006508	proteolysis	Biological_Process	375	Dcitr01g0468011;Dcitr07g0154011;Dcitr03g1225011;Dcitr01g1533011;Dcitr10g0507011;Dcitr03g1837012;Dcitr02g1567011;Dcitr05g1169011;Dcitr05g0171011;Dcitr02g1217012;Dcitr04g1488012;Dcitr06g0635011;Dcitr03g1448011;Dcitr12g0747011;Dcitr07g0978011;Dcitr04g1000013;Dcitr01g0465011;Dcitr01g2179011;Dcitr05g0505011;Dcitr11g0759012;Dcitr08g1226011;Dcitr01g1877011;Dcitr13g0178011;Dcitr07g1224014;Dcitr05g1096012;Dcitr06g0131011;Dcitr04g0190011;Dcitr07g0681011;Dcitr02g2023011;Dcitr03g1684011;Dcitr11g0761011;Dcitr06g1153011;Dcitr04g1000014;Dcitr03g0879011;Dcitr07g1224015;Dcitr06g0528011;Dcitr01g0470011;Dcitr03g0952011;Dcitr02g0526011;Dcitr08g0793011;Dcitr01g0724011;Dcitr03g1174011;Dcitr12g0376011;Dcitr05g1096011;Dcitr08g0633011;Dcitr07g1236012;Dcitr12g0266011;Dcitr01g0248011;Dcitr01g1642011;Dcitr07g0945011;Dcitr01g0392012;Dcitr11g0185011;Dcitr03g0375011;Dcitr07g0664011;Dcitr03g0133011;Dcitr05g1167011;Dcitr08g0381011;Dcitr07g0197011;Dcitr11g0755011;Dcitr06g1014011;Dcitr02g1018011;Dcitr07g1172011;Dcitr03g0839011;Dcitr07g1236014;Dcitr03g0589011;Dcitr10g1030011;Dcitr04g1027011;Dcitr01g1006011;Dcitr02g0193011;Dcitr02g0149011;Dcitr09g0248011;Dcitr00g0518011;Dcitr10g0692012;Dcitr03g1268011;Dcitr03g0726011;Dcitr07g1171011;Dcitr01g0392011;Dcitr03g1227011;Dcitr07g1224013;Dcitr04g0491011;Dcitr03g1448012;Dcitr03g0376011;Dcitr12g0416011;Dcitr02g1238011;Dcitr02g0328012;Dcitr01g1633011;Dcitr01g2154011;Dcitr06g0979011;Dcitr04g1529011;Dcitr01g1524011;Dcitr03g1653011;Dcitr03g1571011;Dcitr03g1592011;Dcitr01g0483011;Dcitr07g0422011;Dcitr00g0830011;Dcitr02g1215012;Dcitr07g0977011;Dcitr03g1481011;Dcitr10g0182011;Dcitr08g0388011;Dcitr03g1837011;Dcitr12g0753011;Dcitr00g1034011;Dcitr13g0598011;Dcitr01g0875011;Dcitr12g0925011;Dcitr11g0394011;Dcitr01g0485011;Dcitr04g0432011;Dcitr02g0328013;Dcitr03g0953011;Dcitr02g1711011;Dcitr01g0388011;Dcitr01g0723012;Dcitr07g1124011;Dcitr08g1223011;Dcitr07g0420011;Dcitr07g0809011;Dcitr03g0131011;Dcitr03g1841011;Dcitr03g0877011;Dcitr03g0953012;Dcitr02g1383011;Dcitr05g0155011;Dcitr07g0811012;Dcitr02g0907011;Dcitr01g1286011;Dcitr11g0759014;Dcitr09g0649011;Dcitr07g0423011;Dcitr03g0548011;Dcitr03g0841011;Dcitr08g0689013;Dcitr12g0387011;Dcitr00g1514011;Dcitr03g1356011;Dcitr06g1281011;Dcitr03g1008011;Dcitr06g1348011;Dcitr08g0689012;Dcitr03g1847011;Dcitr06g1155011;Dcitr05g1598012;Dcitr03g1014011;Dcitr08g1215011;Dcitr06g1549011;Dcitr03g1572011;Dcitr07g1263011;Dcitr02g0909011;Dcitr01g0486011;Dcitr05g0104011;Dcitr06g0134011;Dcitr02g1711012;Dcitr07g0752011;Dcitr01g1524012;Dcitr03g1016011;Dcitr11g0759011;Dcitr05g0543011;Dcitr09g0709011;Dcitr03g0840011;Dcitr00g1097011;Dcitr00g1252011;Dcitr01g1292011;Dcitr03g1575011;Dcitr11g0754011;Dcitr12g0381011;Dcitr01g1873011;Dcitr05g0563011;Dcitr03g0831011;Dcitr07g0751011;Dcitr09g0970011;Dcitr13g0594011;Dcitr07g0463011;Dcitr08g0482011;Dcitr02g0943011;Dcitr12g0692011;Dcitr01g0548011;Dcitr06g0927011;Dcitr00g0599011;Dcitr04g1043011;Dcitr04g1644011;Dcitr10g0692011;Dcitr01g1720012;Dcitr05g0173011;Dcitr03g1015011;Dcitr03g1574011;Dcitr01g2149011;Dcitr02g2022011;Dcitr05g0173012;Dcitr01g1720011;Dcitr08g0486011;Dcitr10g0577011;Dcitr03g1566011;Dcitr07g0669012;Dcitr01g1524013;Dcitr04g0199011;Dcitr04g0836011;Dcitr07g0383011;Dcitr06g1279011;Dcitr04g0834011;Dcitr06g0947011;Dcitr02g1215011;Dcitr02g1384011;Dcitr11g0462011;Dcitr07g1224012;Dcitr09g0653011;Dcitr06g1546011;Dcitr04g1488011;Dcitr05g1591011;Dcitr02g2013011;Dcitr02g1744011;Dcitr02g0527011;Dcitr11g0187011;Dcitr05g1598013;Dcitr11g0759013;Dcitr03g1307011;Dcitr11g0377011;Dcitr08g0689014;Dcitr08g0403011;Dcitr05g1172011;Dcitr01g1306011;Dcitr01g1530011;Dcitr07g0193011;Dcitr00g1052011;Dcitr06g1159011;Dcitr03g0920011;Dcitr08g1212011;Dcitr12g0609011;Dcitr11g0322011;Dcitr12g0419011;Dcitr03g1838011;Dcitr05g0157011;Dcitr02g2018011;Dcitr06g0378011;Dcitr10g0190011;Dcitr03g1686011;Dcitr03g0727011;Dcitr10g0177011;Dcitr07g1225011;Dcitr12g0266013;Dcitr07g0752012;Dcitr01g1527011;Dcitr01g0469011;Dcitr03g0130011;Dcitr01g0234011;Dcitr03g1465011;Dcitr04g0113011;Dcitr03g1013011;Dcitr12g0923011;Dcitr03g0374011;Dcitr03g1355011;Dcitr08g0316011;Dcitr03g0546011;Dcitr02g0125011;Dcitr04g1640011;Dcitr11g0549011;Dcitr08g0149011;Dcitr06g1161011;Dcitr03g1928011;Dcitr01g1905011;Dcitr04g0837011;Dcitr09g0713011;Dcitr06g0636011;Dcitr06g0325011;Dcitr06g0329011;Dcitr00g0961011;Dcitr11g0764011;Dcitr01g0471011;Dcitr03g1235011;Dcitr10g0913011;Dcitr05g1344011;Dcitr03g0753011;Dcitr03g0838011;Dcitr02g0121011;Dcitr07g1264011;Dcitr05g1589011;Dcitr04g0837012;Dcitr06g1284011;Dcitr08g1170011;Dcitr04g0934011;Dcitr06g0996011;Dcitr06g0327011;Dcitr07g1236013;Dcitr08g0262011;Dcitr11g0758011;Dcitr11g0367011;Dcitr11g0510011;Dcitr05g1293011;Dcitr01g0467011;Dcitr02g0245011;Dcitr02g0328011;Dcitr03g1322011;Dcitr09g0713012;Dcitr02g1131011;Dcitr07g0669011;Dcitr01g0723011;Dcitr07g1108011;Dcitr03g1583011;Dcitr07g1236015;Dcitr08g1214011;Dcitr01g1278011;Dcitr03g1841012;Dcitr08g0394011;Dcitr03g0878011;Dcitr04g1000012;Dcitr07g1224011;Dcitr07g1236011;Dcitr09g0708011;Dcitr03g0170011;Dcitr03g1009011;Dcitr01g1000011;Dcitr08g0267011;Dcitr12g0419012;Dcitr00g0697012;Dcitr09g0661011;Dcitr02g1754011;Dcitr00g0418011;Dcitr09g0206011;Dcitr04g1000011;Dcitr13g0595011;Dcitr07g0465011;Dcitr07g1096012;Dcitr11g0760011;Dcitr03g1576011;Dcitr07g0153011;Dcitr06g0784011;Dcitr00g0697011;Dcitr08g0689011;Dcitr07g0808011;Dcitr02g0146011;Dcitr07g1233011;Dcitr02g1217011;Dcitr08g0607011;Dcitr03g1446011;Dcitr11g0203011;Dcitr03g1316011;Dcitr03g1918011;Dcitr05g1174011;Dcitr04g1000015;Dcitr01g1284011;Dcitr05g0107011;Dcitr06g1160011;Dcitr01g0253011;Dcitr05g1598014;Dcitr06g0789011;Dcitr00g0173011;Dcitr04g0194011;Dcitr10g0692013;Dcitr11g0756011;Dcitr00g1162011;Dcitr03g1354011;Dcitr01g0955012;Dcitr08g0634011;Dcitr11g0461011;Dcitr01g0484011;Dcitr00g1276011;Dcitr12g0690011;Dcitr03g1837013;Dcitr01g0955011;Dcitr05g1091011;Dcitr03g1451011;Dcitr05g1598011;Dcitr11g0377012;Dcitr07g0811011;Dcitr12g0266012;Dcitr07g0810011;Dcitr08g0385011;Dcitr03g1573011;Dcitr09g0968011;Dcitr00g0715011;Dcitr03g0979011;Dcitr03g1353011;Dcitr06g0326011;Dcitr06g1346011
GO:0004222	metalloendopeptidase activity	Molecular_Function	82	Dcitr07g1236015;Dcitr03g0131011;Dcitr05g0505011;Dcitr03g0877011;Dcitr03g0878011;Dcitr08g0394011;Dcitr03g0879011;Dcitr02g1383011;Dcitr07g1236011;Dcitr02g1384011;Dcitr02g2023011;Dcitr09g0653011;Dcitr09g0649011;Dcitr07g0423011;Dcitr03g0170011;Dcitr09g0708011;Dcitr07g1236012;Dcitr07g0465011;Dcitr13g0595011;Dcitr01g0248011;Dcitr03g1457011;Dcitr03g0247011;Dcitr00g0697012;Dcitr00g1514011;Dcitr09g0661011;Dcitr00g0418011;Dcitr05g1172011;Dcitr03g1235011;Dcitr08g0388011;Dcitr01g1533011;Dcitr10g0507011;Dcitr12g0753011;Dcitr13g0598011;Dcitr03g0228011;Dcitr00g0961011;Dcitr03g1225011;Dcitr05g1169011;Dcitr02g2022011;Dcitr12g0925011;Dcitr02g0121011;Dcitr07g1236013;Dcitr12g0747011;Dcitr02g1131011;Dcitr07g0420011;Dcitr02g1217012;Dcitr10g0245011;Dcitr12g0923011;Dcitr03g1227011;Dcitr05g0563011;Dcitr00g1276011;Dcitr04g0113011;Dcitr12g0690011;Dcitr01g0955011;Dcitr07g1171011;Dcitr13g0594011;Dcitr07g0463011;Dcitr07g0422011;Dcitr03g1928011;Dcitr01g0548011;Dcitr02g0146011;Dcitr03g0920011;Dcitr07g0945011;Dcitr01g1530011;Dcitr00g0697011;Dcitr05g1167011;Dcitr03g1918011;Dcitr02g2018011;Dcitr06g0134011;Dcitr05g1174011;Dcitr02g1217011;Dcitr03g0133011;Dcitr10g0139011;Dcitr01g0253011;Dcitr05g0543011;Dcitr07g1172011;Dcitr02g0149011;Dcitr03g0130011;Dcitr01g0234011;Dcitr09g0709011;Dcitr07g1236014;Dcitr10g1030011;Dcitr01g0955012
GO:0017112	Rab guanyl-nucleotide exchange factor activity	Molecular_Function	3	Dcitr08g1178011;Dcitr05g0583011;Dcitr08g1202011
GO:0032006	regulation of TOR signaling	Biological_Process	2	Dcitr06g1364011;Dcitr06g1366011
GO:0004736	pyruvate carboxylase activity	Molecular_Function	2	Dcitr09g0339011;Dcitr08g0161011
GO:0007517	muscle organ development	Biological_Process	2	Dcitr03g1732011;Dcitr03g1725011
GO:0009083	branched-chain amino acid catabolic process	Biological_Process	1	Dcitr08g0462011
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	Molecular_Function	7	Dcitr09g0179011;Dcitr09g0178012;Dcitr03g0343011;Dcitr02g1730011;Dcitr10g0641011;Dcitr09g0178011;Dcitr08g0894011
GO:1900383	regulation of synaptic plasticity by receptor localization to synapse	Biological_Process	3	Dcitr06g0807011;Dcitr06g0805011;Dcitr06g0804011
GO:0045892	negative regulation of transcription, DNA-templated	Biological_Process	19	Dcitr03g0614011;Dcitr02g0718011;Dcitr01g1772011;Dcitr06g1256011;Dcitr01g1213011;Dcitr03g0628011;Dcitr00g0698011;Dcitr12g0829011;Dcitr05g0914011;Dcitr06g1247011;Dcitr03g0624011;Dcitr03g0623011;Dcitr12g0830011;Dcitr03g0631011;Dcitr01g2054011;Dcitr06g1248011;Dcitr03g0807011;Dcitr01g1213012;Dcitr00g0713011
GO:0004857	enzyme inhibitor activity	Molecular_Function	1	Dcitr04g1404011
GO:0051087	chaperone binding	Molecular_Function	13	Dcitr12g0127011;Dcitr12g0118011;Dcitr07g0430011;Dcitr06g1077011;Dcitr03g0190011;Dcitr00g1221011;Dcitr12g0116011;Dcitr03g0193011;Dcitr00g1221012;Dcitr08g0302011;Dcitr08g0302012;Dcitr08g0327011;Dcitr12g0616011
GO:0005675	transcription factor TFIIH holo complex	Cellular_Component	3	Dcitr05g1577011;Dcitr05g1580011;Dcitr13g0291011
GO:0015385	sodium:proton antiporter activity	Molecular_Function	6	Dcitr12g0559011;Dcitr01g0616012;Dcitr00g1267011;Dcitr12g0561011;Dcitr01g0616011;Dcitr01g0616013
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	Biological_Process	5	Dcitr11g0512011;Dcitr01g0192011;Dcitr03g0204011;Dcitr11g0517011;Dcitr01g0200011
GO:0042773	ATP synthesis coupled electron transport	Biological_Process	4	Dcitr01g2043011;Dcitr01g2044011;Dcitr06g0556011;Dcitr06g0557011
GO:0050909	sensory perception of taste	Biological_Process	14	Dcitr12g0975011;Dcitr04g1432011;Dcitr01g1335011;Dcitr12g0243011;Dcitr12g0983012;Dcitr04g1431011;Dcitr12g0983011;Dcitr01g1152011;Dcitr12g0596011;Dcitr03g2096011;Dcitr03g0883011;Dcitr10g0318011;Dcitr07g0795011;Dcitr03g2086011
GO:0004070	aspartate carbamoyltransferase activity	Molecular_Function	2	Dcitr10g0570011;Dcitr10g0568011
GO:0000145	exocyst	Cellular_Component	20	Dcitr03g2109011;Dcitr00g1520011;Dcitr10g0702011;Dcitr04g0711011;Dcitr00g0583011;Dcitr00g0709011;Dcitr00g1390011;Dcitr04g0708011;Dcitr00g0474011;Dcitr03g2116011;Dcitr03g2114011;Dcitr06g0150011;Dcitr00g1446012;Dcitr03g1965011;Dcitr03g1968011;Dcitr03g2110011;Dcitr10g0713011;Dcitr00g1446011;Dcitr03g2119011;Dcitr03g2115011
GO:0035240	dopamine binding	Molecular_Function	2	Dcitr12g0977011;Dcitr12g0973011
GO:0007218	neuropeptide signaling pathway	Biological_Process	5	Dcitr06g0189011;Dcitr06g0189012;Dcitr02g1965011;Dcitr06g0189013;Dcitr01g0856011
GO:0008321	Ral guanyl-nucleotide exchange factor activity	Molecular_Function	2	Dcitr04g0172011;Dcitr04g0172012
GO:0003990	acetylcholinesterase activity	Molecular_Function	2	Dcitr07g0150011;Dcitr07g0150012
GO:0031418	L-ascorbic acid binding	Molecular_Function	14	Dcitr01g1522011;Dcitr03g0927011;Dcitr00g1316011;Dcitr03g1881012;Dcitr01g1521012;Dcitr01g1521011;Dcitr00g1315011;Dcitr03g1864011;Dcitr00g1367011;Dcitr03g0931011;Dcitr03g0933011;Dcitr01g0126011;Dcitr03g1884011;Dcitr03g1881011
GO:1990316	Atg1/ULK1 kinase complex	Cellular_Component	2	Dcitr05g0976011;Dcitr05g0975011
GO:0031262	Ndc80 complex	Cellular_Component	4	Dcitr05g0389011;Dcitr04g1017011;Dcitr05g0385011;Dcitr04g1024011
GO:0097010	eukaryotic translation initiation factor 4F complex assembly	Biological_Process	2	Dcitr07g1119011;Dcitr07g1117011
GO:0031902	late endosome membrane	Cellular_Component	3	Dcitr01g0366011;Dcitr06g1554011;Dcitr01g0363011
GO:0034729	histone H3-K79 methylation	Biological_Process	2	Dcitr02g1388011;Dcitr02g1391011
GO:0047057	vitamin-K-epoxide reductase (warfarin-sensitive) activity	Molecular_Function	1	Dcitr12g0204011
GO:0017053	transcriptional repressor complex	Cellular_Component	3	Dcitr12g0881011;Dcitr02g1434011;Dcitr12g0862011
GO:1904668	positive regulation of ubiquitin protein ligase activity	Biological_Process	6	Dcitr06g0868011;Dcitr01g1572011;Dcitr05g0822011;Dcitr05g0820011;Dcitr06g1218011;Dcitr06g1214011
GO:0006298	mismatch repair	Biological_Process	10	Dcitr10g1093011;Dcitr10g0583011;Dcitr01g0162011;Dcitr10g1098011;Dcitr03g1181011;Dcitr03g1175011;Dcitr08g1228011;Dcitr02g1986011;Dcitr10g1094011;Dcitr00g0815011
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	Biological_Process	6	Dcitr01g0448011;Dcitr04g1267012;Dcitr04g1267011;Dcitr04g0970011;Dcitr00g0291011;Dcitr01g0449011
GO:0050660	flavin adenine dinucleotide binding	Molecular_Function	103	Dcitr11g0618011;Dcitr08g0493011;Dcitr11g0621011;Dcitr11g0628011;Dcitr04g1613011;Dcitr13g0572013;Dcitr11g0978011;Dcitr03g1108011;Dcitr02g1058012;Dcitr02g0495011;Dcitr02g1596011;Dcitr11g0571011;Dcitr06g0365011;Dcitr03g0281011;Dcitr02g0222011;Dcitr00g1517011;Dcitr10g0587011;Dcitr02g0942011;Dcitr03g0286011;Dcitr05g1434011;Dcitr03g0714011;Dcitr12g0642011;Dcitr03g0150011;Dcitr11g0590011;Dcitr03g0171012;Dcitr06g0316011;Dcitr13g0572011;Dcitr03g1252011;Dcitr11g0841011;Dcitr01g1188011;Dcitr11g0594011;Dcitr04g1608011;Dcitr01g1226011;Dcitr07g0905011;Dcitr04g0656011;Dcitr01g0224011;Dcitr02g1060011;Dcitr05g1071011;Dcitr11g0783011;Dcitr11g0589011;Dcitr03g1254011;Dcitr04g1664011;Dcitr11g0613011;Dcitr11g0630011;Dcitr11g0780011;Dcitr04g1666011;Dcitr05g1434013;Dcitr07g0915011;Dcitr01g0629011;Dcitr02g1058011;Dcitr11g0619011;Dcitr05g1433011;Dcitr11g0587011;Dcitr04g0346011;Dcitr02g1603011;Dcitr11g0616011;Dcitr05g1067011;Dcitr11g0403011;Dcitr03g0171014;Dcitr05g1434012;Dcitr07g0922011;Dcitr13g0572012;Dcitr13g0327011;Dcitr10g0589011;Dcitr11g0390011;Dcitr02g1062011;Dcitr11g0595011;Dcitr01g0912011;Dcitr11g0614011;Dcitr03g1246011;Dcitr07g0918011;Dcitr02g1060012;Dcitr11g0632011;Dcitr07g1052011;Dcitr01g0524011;Dcitr11g0629011;Dcitr02g1600011;Dcitr00g1505011;Dcitr11g0838011;Dcitr08g0504011;Dcitr12g0645011;Dcitr03g0176011;Dcitr03g0171013;Dcitr11g0599011;Dcitr07g0913011;Dcitr11g0977011;Dcitr10g0322011;Dcitr00g1505012;Dcitr01g0905011;Dcitr03g0620011;Dcitr02g0224011;Dcitr11g0624011;Dcitr00g0734011;Dcitr04g0660011;Dcitr06g0317011;Dcitr01g0216011;Dcitr07g0904011;Dcitr03g1113011;Dcitr05g1197011;Dcitr11g0626011;Dcitr04g0659011;Dcitr01g0983011;Dcitr03g0171011
GO:0005044	scavenger receptor activity	Molecular_Function	6	Dcitr01g1905011;Dcitr02g1303011;Dcitr06g0950011;Dcitr06g0979011;Dcitr02g1296011;Dcitr02g0871011
GO:0006511	ubiquitin-dependent protein catabolic process	Biological_Process	84	Dcitr07g0698012;Dcitr02g1361011;Dcitr05g0453011;Dcitr02g0380012;Dcitr04g1203011;Dcitr03g2045011;Dcitr07g0600011;Dcitr02g0131012;Dcitr09g0674011;Dcitr01g2241011;Dcitr03g1002011;Dcitr00g1173011;Dcitr00g0283011;Dcitr02g1360011;Dcitr01g2242011;Dcitr03g0442011;Dcitr02g1362011;Dcitr09g0772011;Dcitr06g0639011;Dcitr10g0978012;Dcitr00g0823011;Dcitr01g2237011;Dcitr09g0673011;Dcitr08g0852011;Dcitr00g0267011;Dcitr05g0210011;Dcitr01g1597011;Dcitr12g0466011;Dcitr05g1088011;Dcitr02g0479011;Dcitr01g1597012;Dcitr09g0773011;Dcitr02g0365012;Dcitr04g0820011;Dcitr03g1001011;Dcitr06g1328011;Dcitr05g0213011;Dcitr11g0891011;Dcitr10g0435011;Dcitr01g0528011;Dcitr00g1280011;Dcitr05g1081011;Dcitr07g0698011;Dcitr06g0638011;Dcitr03g0449011;Dcitr07g0280011;Dcitr10g0141011;Dcitr00g0732011;Dcitr10g0292012;Dcitr04g0255011;Dcitr05g1083011;Dcitr04g0817011;Dcitr07g0607011;Dcitr02g1770011;Dcitr02g0365011;Dcitr10g0978011;Dcitr10g0436011;Dcitr03g0872011;Dcitr09g0643011;Dcitr00g0876011;Dcitr03g0869011;Dcitr08g0775011;Dcitr11g0516011;Dcitr06g1334011;Dcitr03g1493011;Dcitr10g0434011;Dcitr03g2039011;Dcitr04g1660011;Dcitr00g0268011;Dcitr03g0366011;Dcitr02g0131011;Dcitr11g0897011;Dcitr10g0294011;Dcitr01g1155011;Dcitr01g1202011;Dcitr03g1362011;Dcitr01g1156011;Dcitr03g2043011;Dcitr00g0266011;Dcitr10g0237011;Dcitr07g0545011;Dcitr00g0759011;Dcitr10g0292011;Dcitr03g0873011
GO:0004445	inositol-polyphosphate 5-phosphatase activity	Molecular_Function	1	Dcitr09g0640011
GO:0016300	tRNA (uracil) methyltransferase activity	Molecular_Function	1	Dcitr05g0194011
GO:0016575	histone deacetylation	Biological_Process	7	Dcitr12g0674011;Dcitr05g1195011;Dcitr04g1401011;Dcitr04g1381011;Dcitr05g1193011;Dcitr04g1401012;Dcitr02g0719011
GO:0008199	ferric iron binding	Molecular_Function	6	Dcitr03g0328011;Dcitr08g0516011;Dcitr03g0329011;Dcitr03g0329012;Dcitr06g1082011;Dcitr08g0512011
GO:0030127	COPII vesicle coat	Cellular_Component	2	Dcitr03g0567011;Dcitr03g1678011
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	Cellular_Component	3	Dcitr01g2102011;Dcitr03g1023011;Dcitr09g0121011
GO:0043666	regulation of phosphoprotein phosphatase activity	Biological_Process	5	Dcitr00g0784011;Dcitr05g0236011;Dcitr05g1522011;Dcitr05g1523011;Dcitr05g1520011
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	Biological_Process	6	Dcitr00g1365011;Dcitr05g0452011;Dcitr05g0934011;Dcitr09g0355011;Dcitr05g0453011;Dcitr02g1444011
GO:0004450	isocitrate dehydrogenase (NADP+) activity	Molecular_Function	2	Dcitr08g0502011;Dcitr08g0492011
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	Molecular_Function	5	Dcitr03g0286011;Dcitr12g0646011;Dcitr01g0524011;Dcitr03g0281011;Dcitr12g0642011
GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation	Biological_Process	1	Dcitr02g1103011
GO:0008535	respiratory chain complex IV assembly	Biological_Process	3	Dcitr01g0878012;Dcitr01g0878011;Dcitr01g0878013
GO:0006914	autophagy	Biological_Process	18	Dcitr03g0696011;Dcitr02g0381011;Dcitr02g0367011;Dcitr04g1488011;Dcitr07g0170011;Dcitr07g1298011;Dcitr00g1404011;Dcitr07g1298012;Dcitr09g0243011;Dcitr05g0975011;Dcitr05g0976011;Dcitr07g1298013;Dcitr03g0655011;Dcitr07g1302011;Dcitr03g2000011;Dcitr03g2001011;Dcitr04g1488012;Dcitr05g0105011
GO:0018149	peptide cross-linking	Biological_Process	1	Dcitr04g1285011
GO:1901642	nucleoside transmembrane transport	Biological_Process	6	Dcitr09g0335011;Dcitr01g1049011;Dcitr10g0171011;Dcitr11g0967011;Dcitr09g0336011;Dcitr11g0966011
