Accession_ID	InterPro_Count	InterPro_IDs	InterPro_Types_and_Names
Dcitr11g0768011	11	IPR000308;IPR019786;IPR002857;IPR013083;IPR023410;IPR001965;IPR011011;IPR023409;IPR019787;IPR036815;IPR022056	"FAMILY:14-3-3";"CONSERVED_SITE:Zinc_finger_PHD-type_CS";"DOMAIN:Znf_CXXC";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"DOMAIN:14-3-3_domain";"DOMAIN:Znf_PHD";"HOMOLOGOUS_SUPERFAMILY:Znf_FYVE_PHD";"CONSERVED_SITE:14-3-3_CS";"DOMAIN:Znf_PHD-finger";"HOMOLOGOUS_SUPERFAMILY:14-3-3_dom_sf";"DOMAIN:CpG-bd_C"
Dcitr05g1144012	3	IPR012677;IPR035979;IPR000504	"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf";"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf";"DOMAIN:RRM_dom"
Dcitr06g0431011	10	IPR017986;IPR001680;IPR007148;IPR015943;IPR020472;IPR019775;IPR027145;IPR024977;IPR011044;IPR011047	"DOMAIN:WD40_repeat_dom";"REPEAT:WD40_repeat";"DOMAIN:SSU_processome_Utp12";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf";"REPEAT:G-protein_beta_WD-40_rep";"CONSERVED_SITE:WD40_repeat_CS";"FAMILY:PWP2";"DOMAIN:Apc4_WD40_dom";"HOMOLOGOUS_SUPERFAMILY:Quino_amine_DH_bsu";"HOMOLOGOUS_SUPERFAMILY:Quinoprotein_ADH-like_supfam"
Dcitr07g1224011	5	IPR024571;IPR014782;IPR034016;IPR042097;IPR001930	"DOMAIN:ERAP1-like_C_dom";"DOMAIN:Peptidase_M1_dom";"FAMILY:M1_APN-typ";"HOMOLOGOUS_SUPERFAMILY:Aminopeptidase_N-like_N";"FAMILY:Peptidase_M1"
Dcitr11g0868013	3	IPR013026;IPR019734;IPR011990	"DOMAIN:TPR-contain_dom";"REPEAT:TPR_repeat";"HOMOLOGOUS_SUPERFAMILY:TPR-like_helical_dom_sf"
Dcitr01g1925011	2	IPR008964;IPR003343	"HOMOLOGOUS_SUPERFAMILY:Invasin/intimin_cell_adhesion";"DOMAIN:Big_2"
Dcitr04g0105011	2	IPR002172;IPR036055	"REPEAT:LDrepeatLR_classA_rpt";"HOMOLOGOUS_SUPERFAMILY:LDL_receptor-like_sf"
Dcitr12g0531011	1	IPR001594	"DOMAIN:Palmitoyltrfase_DHHC"
Dcitr07g0949011	2	IPR024337;IPR024336	"FAMILY:tRNA_splic_suSen54";"DOMAIN:tRNA_splic_suSen54_N"
Dcitr02g0605011	3	IPR011992;IPR018247;IPR002048	"HOMOLOGOUS_SUPERFAMILY:EF-hand-dom_pair";"BINDING_SITE:EF_Hand_1_Ca_BS";"DOMAIN:EF_hand_dom"
Dcitr00g1368011	1	IPR013547	"DOMAIN:Pro_4_hyd_alph_N"
Dcitr01g1645011	3	IPR000648;IPR037239;IPR018494	"FAMILY:Oxysterol-bd";"HOMOLOGOUS_SUPERFAMILY:OSBP_sf";"CONSERVED_SITE:Oxysterol-bd_CS"
Dcitr04g1006013	1	IPR001781	"DOMAIN:Znf_LIM"
Dcitr12g0465011	1	IPR012340	"HOMOLOGOUS_SUPERFAMILY:NA-bd_OB-fold"
Dcitr03g1939011	3	IPR004788;IPR020672;IPR037171	"FAMILY:Ribose5P_isomerase_type_A";"FAMILY:Ribose5P_isomerase_typA_subgr";"HOMOLOGOUS_SUPERFAMILY:NagB/RpiA_transferase-like"
Dcitr05g1596011	3	IPR011009;IPR000719;IPR008271	"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"DOMAIN:Prot_kinase_dom";"ACTIVE_SITE:Ser/Thr_kinase_AS"
Dcitr11g0806011	4	IPR013026;IPR019734;IPR011990;IPR039340	"DOMAIN:TPR-contain_dom";"REPEAT:TPR_repeat";"HOMOLOGOUS_SUPERFAMILY:TPR-like_helical_dom_sf";"FAMILY:Tfc4/TFIIIC-102/Sfc4"
Dcitr10g0546011	2	IPR036291;IPR002347	"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"FAMILY:SDR_fam"
Dcitr01g0969012	4	IPR005829;IPR005828;IPR020846;IPR036259	"CONSERVED_SITE:Sugar_transporter_CS";"FAMILY:MFS_sugar_transport-like";"DOMAIN:MFS_dom";"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf"
Dcitr08g0332011	6	IPR019786;IPR019787;IPR025894;IPR001965;IPR011011;IPR013083	"CONSERVED_SITE:Zinc_finger_PHD-type_CS";"DOMAIN:Znf_PHD-finger";"DOMAIN:Mtf2_C_dom";"DOMAIN:Znf_PHD";"HOMOLOGOUS_SUPERFAMILY:Znf_FYVE_PHD";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD"
Dcitr01g0457011	5	IPR001111;IPR001839;IPR029034;IPR017948;IPR015615	"DOMAIN:TGF-b_propeptide";"DOMAIN:TGF-b_C";"HOMOLOGOUS_SUPERFAMILY:Cystine-knot_cytokine";"CONSERVED_SITE:TGFb_CS";"FAMILY:TGF-beta-rel"
Dcitr10g1053013	5	IPR039739;IPR018957;IPR013083;IPR001841;IPR017907	"FAMILY:Mag2/Rnf10";"DOMAIN:Znf_C3HC4_RING-type";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"DOMAIN:Znf_RING";"CONSERVED_SITE:Znf_RING_CS"
Dcitr11g0545011	3	IPR020683;IPR002110;IPR036770	"DOMAIN:Ankyrin_rpt-contain_dom";"REPEAT:Ankyrin_rpt";"HOMOLOGOUS_SUPERFAMILY:Ankyrin_rpt-contain_sf"
Dcitr12g0892011	4	IPR011704;IPR003593;IPR039891;IPR027417	"DOMAIN:ATPase_dyneun-rel_AAA";"DOMAIN:AAA+_ATPase";"FAMILY:VWA8";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr03g0175011	4	IPR020904;IPR018487;IPR036291;IPR036375	"CONSERVED_SITE:Sc_DH/Rdtase_CS";"REPEAT:Hemopexin-like_repeat";"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Hemopexin-like_dom_sf"
Dcitr12g0734011	2	IPR028651;IPR024610	"FAMILY:ING_fam";"DOMAIN:ING_N_histone-binding"
Dcitr02g1667011	1	IPR008521	"FAMILY:Mg_trans_NIPA"
Dcitr13g0682011	1	IPR002076	"FAMILY:ELO_fam"
Dcitr12g0152012	1	IPR024132	"FAMILY:Akirin"
Dcitr04g0219011	3	IPR013783;IPR036179;IPR007110	"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"DOMAIN:Ig-like_dom"
Dcitr10g0312011	3	IPR000537;IPR030470;IPR006369	"FAMILY:UbiA_prenyltransferase";"CONSERVED_SITE:UbiA_prenylTrfase_CS";"FAMILY:Protohaem_IX_farnesylTrfase"
Dcitr12g0550011	3	IPR013126;IPR043129;IPR018181	"FAMILY:Hsp_70_fam";"HOMOLOGOUS_SUPERFAMILY:ATPase_NBD";"CONSERVED_SITE:Heat_shock_70_CS"
Dcitr05g1415011	8	IPR006202;IPR006029;IPR018000;IPR002289;IPR006028;IPR036719;IPR006201;IPR036734	"DOMAIN:Neur_chan_lig-bd";"DOMAIN:Neurotrans-gated_channel_TM";"CONSERVED_SITE:Neurotransmitter_ion_chnl_CS";"FAMILY:GABAAb_rcpt";"FAMILY:GABAA/Glycine_rcpt";"HOMOLOGOUS_SUPERFAMILY:Neuro-gated_channel_TM_sf";"FAMILY:Neur_channel";"HOMOLOGOUS_SUPERFAMILY:Neur_chan_lig-bd_sf"
Dcitr05g0686011	6	IPR032914;IPR019452;IPR036322;IPR001180;IPR019453;IPR000547	"FAMILY:Vam6/VPS39/TRAP1";"DOMAIN:VPS39/TGF_beta_rcpt-assoc_1";"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf";"DOMAIN:CNH_dom";"DOMAIN:VPS39/TGF_beta_rcpt-assoc_2";"REPEAT:Clathrin_H-chain/VPS_repeat"
Dcitr07g0469012	3	IPR035967;IPR022030;IPR000061	"HOMOLOGOUS_SUPERFAMILY:SWAP/Surp_sf";"DOMAIN:SF3A1";"DOMAIN:Surp"
Dcitr12g0513011	4	IPR032675;IPR001739;IPR016177;IPR036047	"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf";"DOMAIN:Methyl_CpG_DNA-bd";"HOMOLOGOUS_SUPERFAMILY:DNA-bd_dom_sf";"HOMOLOGOUS_SUPERFAMILY:F-box-like_dom_sf"
Dcitr00g1440011	5	IPR013083;IPR024550;IPR017919;IPR002853;IPR039997	"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"DOMAIN:TFIIEa/SarR/Rpc3_HTH_dom";"DOMAIN:TFIIE/TFIIEa_HTH";"DOMAIN:TFIIE_asu";"FAMILY:TFE"
Dcitr05g0864011	3	IPR032628;IPR029787;IPR001054	"DOMAIN:AC_N";"HOMOLOGOUS_SUPERFAMILY:Nucleotide_cyclase";"DOMAIN:A/G_cyclase"
Dcitr12g0808011	2	IPR020550;IPR000760	"CONSERVED_SITE:Inositol_monophosphatase_CS";"FAMILY:Inositol_monophosphatase-like"
Dcitr03g0872011	5	IPR000426;IPR023332;IPR037555;IPR029055;IPR001353	"DOMAIN:Proteasome_asu_N";"FAMILY:Proteasome_alpha-type";"FAMILY:Proteasome_alpha_3";"HOMOLOGOUS_SUPERFAMILY:Ntn_hydrolases_N";"FAMILY:Proteasome_sua/b"
Dcitr00g1301011	3	IPR040144;IPR016024;IPR011989	"FAMILY:RAP1GDS1";"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"HOMOLOGOUS_SUPERFAMILY:ARM-like"
Dcitr12g0754011	5	IPR001760;IPR017452;IPR027430;IPR000856;IPR000276	"FAMILY:Opsin";"DOMAIN:GPCR_Rhodpsn_7TM";"BINDING_SITE:Retinal_BS";"FAMILY:Opsin_RH3/RH4";"FAMILY:GPCR_Rhodpsn"
Dcitr00g1012011	3	IPR000504;IPR035979;IPR012677	"DOMAIN:RRM_dom";"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf";"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf"
Dcitr13g0305011	2	IPR036508;IPR002557	"HOMOLOGOUS_SUPERFAMILY:Chitin-bd_dom_sf";"DOMAIN:Chitin-bd_dom"
Dcitr01g1892011	5	IPR040324;IPR036322;IPR017986;IPR001680;IPR020472	"FAMILY:WDR44/Dgr2";"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf";"DOMAIN:WD40_repeat_dom";"REPEAT:WD40_repeat";"REPEAT:G-protein_beta_WD-40_rep"
Dcitr12g0517011	3	IPR035968;IPR023632;IPR000131	"HOMOLOGOUS_SUPERFAMILY:ATP_synth_F1_ATPase_gsu";"CONSERVED_SITE:ATP_synth_F1_gsu_CS";"FAMILY:ATP_synth_F1_gsu"
Dcitr05g0224011	5	IPR027417;IPR027640;IPR001752;IPR019821;IPR036961	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"FAMILY:Kinesin-like_fam";"DOMAIN:Kinesin_motor_dom";"CONSERVED_SITE:Kinesin_motor_CS";"HOMOLOGOUS_SUPERFAMILY:Kinesin_motor_dom_sf"
Dcitr10g0588011	2	IPR031827;IPR036249	"DOMAIN:DUF4746";"HOMOLOGOUS_SUPERFAMILY:Thioredoxin-like_sf"
Dcitr10g0703012	3	IPR002657;IPR038770;IPR004710	"FAMILY:BilAc:Na_symport/Acr3";"HOMOLOGOUS_SUPERFAMILY:Na+/solute_symporter_sf";"FAMILY:Bilac:Na_transpt"
Dcitr08g0553011	8	IPR011598;IPR039091;IPR013767;IPR036638;IPR035965;IPR013655;IPR001610;IPR000014	"DOMAIN:bHLH_dom";"FAMILY:AHR/AHRR";"DOMAIN:PAS_fold";"HOMOLOGOUS_SUPERFAMILY:HLH_DNA-bd_sf";"HOMOLOGOUS_SUPERFAMILY:PAS-like_dom_sf";"DOMAIN:PAS_fold_3";"REPEAT:PAC";"DOMAIN:PAS"
Dcitr08g0644011	3	IPR018499;IPR008952;IPR000301	"FAMILY:Tetraspanin/Peripherin";"HOMOLOGOUS_SUPERFAMILY:Tetraspanin_EC2_sf";"FAMILY:Tetraspanin"
Dcitr05g1475011	4	IPR012340;IPR024642;IPR002059;IPR011129	"HOMOLOGOUS_SUPERFAMILY:NA-bd_OB-fold";"DOMAIN:SUZ-C";"DOMAIN:CSP_DNA-bd";"DOMAIN:CSD"
Dcitr01g1061011	2	IPR016439;IPR006634	"FAMILY:Lag1/Lac1-like";"DOMAIN:TLC-dom"
Dcitr02g0844011	1	IPR019308	"FAMILY:TMEM214"
Dcitr05g0977011	1	IPR036570	"HOMOLOGOUS_SUPERFAMILY:HORMA_dom_sf"
Dcitr12g0313011	2	IPR035437;IPR002999	"HOMOLOGOUS_SUPERFAMILY:SNase_OB-fold_sf";"DOMAIN:Tudor"
Dcitr13g0142011	4	IPR036028;IPR000198;IPR001452;IPR008936	"HOMOLOGOUS_SUPERFAMILY:SH3-like_dom_sf";"DOMAIN:RhoGAP_dom";"DOMAIN:SH3_domain";"HOMOLOGOUS_SUPERFAMILY:Rho_GTPase_activation_prot"
Dcitr05g0520011	1	IPR006631	"FAMILY:DM4_12"
Dcitr01g0705011	17	IPR017981;IPR009030;IPR001879;IPR020894;IPR013320;IPR002126;IPR002049;IPR013032;IPR000203;IPR015919;IPR036445;IPR000742;IPR000832;IPR000152;IPR001791;IPR032471;IPR001881	"DOMAIN:GPCR_2-like";"HOMOLOGOUS_SUPERFAMILY:Growth_fac_rcpt_cys_sf";"DOMAIN:GPCR_2_extracellular_dom";"CONSERVED_SITE:Cadherin_CS";"HOMOLOGOUS_SUPERFAMILY:ConA-like_dom_sf";"DOMAIN:Cadherin-like_dom";"DOMAIN:Laminin_EGF";"CONSERVED_SITE:EGF-like_CS";"DOMAIN:GPS";"HOMOLOGOUS_SUPERFAMILY:Cadherin-like_sf";"HOMOLOGOUS_SUPERFAMILY:GPCR_2_extracell_dom_sf";"DOMAIN:EGF-like_dom";"FAMILY:GPCR_2_secretin-like";"PTM:EGF-type_Asp/Asn_hydroxyl_site";"DOMAIN:Laminin_G";"DOMAIN:GAIN_dom_N";"DOMAIN:EGF-like_Ca-bd_dom"
Dcitr01g2167011	4	IPR022755;IPR013087;IPR012934;IPR036236	"DOMAIN:Znf_C2H2_jaz";"DOMAIN:Znf_C2H2_type";"DOMAIN:Znf_AD";"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf"
Dcitr08g0124011	2	IPR004344;IPR013815	"FAMILY:TTL/TTLL_fam";"HOMOLOGOUS_SUPERFAMILY:ATP_grasp_subdomain_1"
Dcitr00g0476011	5	IPR011993;IPR037239;IPR018494;IPR000648;IPR001849	"HOMOLOGOUS_SUPERFAMILY:PH-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:OSBP_sf";"CONSERVED_SITE:Oxysterol-bd_CS";"FAMILY:Oxysterol-bd";"DOMAIN:PH_domain"
Dcitr01g2164011	2	IPR013087;IPR036236	"DOMAIN:Znf_C2H2_type";"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf"
Dcitr04g0534011	1	IPR029063	"HOMOLOGOUS_SUPERFAMILY:SAM-dependent_MTases"
Dcitr03g1072011	4	IPR036623;IPR036767;IPR007474;IPR011722	"HOMOLOGOUS_SUPERFAMILY:Hemimethylated_DNA-bd_sf";"HOMOLOGOUS_SUPERFAMILY:ApaG_sf";"DOMAIN:ApaG_domain";"DOMAIN:Hemimethylated_DNA-bd_dom"
Dcitr04g0663011	2	IPR007052;IPR008978	"DOMAIN:CS_dom";"HOMOLOGOUS_SUPERFAMILY:HSP20-like_chaperone"
Dcitr01g0568014	1	IPR006694	"DOMAIN:Fatty_acid_hydroxylase"
Dcitr04g1180011	2	IPR000402;IPR038702	"FAMILY:Na/K_ATPase_sub_beta";"HOMOLOGOUS_SUPERFAMILY:Na/K_ATPase_sub_beta_sf"
Dcitr11g0566011	4	IPR031557;IPR017884;IPR009057;IPR001005	"DOMAIN:N-CoR_GPS2_interact";"DOMAIN:SANT_dom";"HOMOLOGOUS_SUPERFAMILY:Homeobox-like_sf";"DOMAIN:SANT/Myb"
Dcitr03g0427011	4	IPR003961;IPR036116;IPR023674;IPR013783	"DOMAIN:FN3_dom";"HOMOLOGOUS_SUPERFAMILY:FN3_sf";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_L1-like";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold"
Dcitr06g1131011	1	IPR036065	"HOMOLOGOUS_SUPERFAMILY:BolA-like_sf"
Dcitr06g1121011	1	IPR024939	"FAMILY:Ca-act_K_channel_Slo-1"
Dcitr05g0712011	2	IPR013087;IPR036236	"DOMAIN:Znf_C2H2_type";"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf"
Dcitr03g1160011	1	IPR007667	"DOMAIN:Hypoxia_induced_domain"
Dcitr04g1693011	8	IPR007110;IPR003961;IPR036116;IPR013098;IPR036179;IPR003599;IPR013783;IPR003598	"DOMAIN:Ig-like_dom";"DOMAIN:FN3_dom";"HOMOLOGOUS_SUPERFAMILY:FN3_sf";"DOMAIN:Ig_I-set";"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"DOMAIN:Ig_sub";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"DOMAIN:Ig_sub2"
Dcitr11g1027011	1	IPR000477	"DOMAIN:RT_dom"
Dcitr10g0607011	2	IPR036236;IPR013087	"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf";"DOMAIN:Znf_C2H2_type"
Dcitr02g0691011	5	IPR019740;IPR012349;IPR019576;IPR011576;IPR000659	"CONSERVED_SITE:Pyridox_Oxase_CS";"HOMOLOGOUS_SUPERFAMILY:Split_barrel_FMN-bd";"DOMAIN:Pyridoxamine_oxidase_dimer_C";"DOMAIN:Pyridox_Oxase_put";"FAMILY:Pyridox_Oxase"
Dcitr05g1115011	2	IPR036971;IPR002073	"HOMOLOGOUS_SUPERFAMILY:PDEase_catalytic_dom_sf";"DOMAIN:PDEase_catalytic_dom"
Dcitr10g0244011	2	IPR024041;IPR029020	"DOMAIN:NH4_transpt_AmtB-like_dom";"HOMOLOGOUS_SUPERFAMILY:Ammonium/urea_transptr"
Dcitr11g0784011	5	IPR022383;IPR001252;IPR036291;IPR015955;IPR001236	"DOMAIN:Lactate/malate_DH_C";"ACTIVE_SITE:Malate_DH_AS";"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Lactate_DH/Glyco_Ohase_4_C";"DOMAIN:Lactate/malate_DH_N"
Dcitr02g0330011	3	IPR000727;IPR006012;IPR010989	"DOMAIN:T_SNARE_dom";"CONSERVED_SITE:Syntaxin/epimorphin_CS";"HOMOLOGOUS_SUPERFAMILY:SNARE"
Dcitr04g1057011	2	IPR018143;IPR004269	"DOMAIN:Folate_rcpt-like";"FAMILY:Folate_rcpt"
Dcitr02g0558011	2	IPR035595;IPR002213	"DOMAIN:UDP_glycos_trans_CS";"FAMILY:UDP_glucos_trans"
Dcitr06g0425011	8	IPR007148;IPR001680;IPR017986;IPR011047;IPR027145;IPR019775;IPR020472;IPR015943	"DOMAIN:SSU_processome_Utp12";"REPEAT:WD40_repeat";"DOMAIN:WD40_repeat_dom";"HOMOLOGOUS_SUPERFAMILY:Quinoprotein_ADH-like_supfam";"FAMILY:PWP2";"CONSERVED_SITE:WD40_repeat_CS";"REPEAT:G-protein_beta_WD-40_rep";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf"
Dcitr02g1046015	7	IPR038397;IPR016098;IPR012945;IPR017901;IPR006599;IPR031925;IPR027684	"HOMOLOGOUS_SUPERFAMILY:TBCC_N_sf";"HOMOLOGOUS_SUPERFAMILY:CAP/MinC_C";"DOMAIN:Tubulin-bd_cofactor_C_dom";"DOMAIN:C-CAP_CF_C-like";"DOMAIN:CARP_motif";"DOMAIN:TBCC_N";"FAMILY:TBCC"
Dcitr00g0247011	4	IPR017972;IPR036396;IPR002401;IPR001128	"CONSERVED_SITE:Cyt_P450_CS";"HOMOLOGOUS_SUPERFAMILY:Cyt_P450_sf";"FAMILY:Cyt_P450_E_grp-I";"FAMILY:Cyt_P450"
Dcitr03g0189011	4	IPR015421;IPR008829;IPR015424;IPR019872	"HOMOLOGOUS_SUPERFAMILY:PyrdxlP-dep_Trfase_major";"FAMILY:SepSecS/SepCysS";"HOMOLOGOUS_SUPERFAMILY:PyrdxlP-dep_Trfase";"FAMILY:Sec-tRNA_Se_transferase"
Dcitr05g0196011	2	IPR007965;IPR038746	"DOMAIN:GNAT_ATAT";"FAMILY:Atat"
Dcitr01g0945014	3	IPR005828;IPR020846;IPR036259	"FAMILY:MFS_sugar_transport-like";"DOMAIN:MFS_dom";"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf"
Dcitr12g0770011	2	IPR036236;IPR013087	"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf";"DOMAIN:Znf_C2H2_type"
Dcitr02g1460011	4	IPR029760;IPR000889;IPR036249;IPR029759	"CONSERVED_SITE:GPX_CS";"FAMILY:Glutathione_peroxidase";"HOMOLOGOUS_SUPERFAMILY:Thioredoxin-like_sf";"ACTIVE_SITE:GPX_AS"
Dcitr01g1787011	3	IPR039747;IPR006591;IPR029040	"FAMILY:RPABC4";"FAMILY:RNAP_P/RPABC4";"HOMOLOGOUS_SUPERFAMILY:RPABC4/Spt4"
Dcitr02g0882011	1	IPR036273	"HOMOLOGOUS_SUPERFAMILY:CRAL/TRIO_N_dom_sf"
Dcitr05g0689011	5	IPR017871;IPR011527;IPR003593;IPR003439;IPR027417	"CONSERVED_SITE:ABC_transporter_CS";"DOMAIN:ABC1_TM_dom";"DOMAIN:AAA+_ATPase";"DOMAIN:ABC_transporter-like";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr03g1713011	4	IPR000244;IPR036935;IPR020070;IPR009027	"FAMILY:Ribosomal_L9";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_L9_N_sf";"DOMAIN:Ribosomal_L9_N";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_L9/RNase_H1_N"
Dcitr10g0380011	2	IPR001628;IPR013088	"DOMAIN:Znf_hrmn_rcpt";"HOMOLOGOUS_SUPERFAMILY:Znf_NHR/GATA"
Dcitr05g0916011	3	IPR014743;IPR000644;IPR001807	"HOMOLOGOUS_SUPERFAMILY:Cl-channel_core";"DOMAIN:CBS_dom";"FAMILY:Cl-channel_volt-gated"
Dcitr04g1551011	2	IPR042277;IPR005061	"HOMOLOGOUS_SUPERFAMILY:IST1-like";"FAMILY:Ist1"
Dcitr04g0745011	1	IPR036865	"HOMOLOGOUS_SUPERFAMILY:CRAL-TRIO_dom_sf"
Dcitr06g1453011	4	IPR025717;IPR024145;IPR038291;IPR025718	"DOMAIN:SAP30_zn-finger";"FAMILY:His_deAcase_SAP30/SAP30L";"HOMOLOGOUS_SUPERFAMILY:SAP30_C_sf";"DOMAIN:SAP30_Sin3-bd"
Dcitr06g1329011	1	IPR026770	"FAMILY:RNase_K"
Dcitr02g1281011	2	IPR030251;IPR027417	"FAMILY:ABCC11";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr01g1594011	5	IPR016024;IPR036388;IPR039779;IPR036390;IPR003150	"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"HOMOLOGOUS_SUPERFAMILY:WH-like_DNA-bd_sf";"FAMILY:RFX-like";"HOMOLOGOUS_SUPERFAMILY:WH_DNA-bd_sf";"DOMAIN:DNA-bd_RFX"
Dcitr03g1714011	4	IPR009027;IPR000244;IPR036935;IPR020070	"HOMOLOGOUS_SUPERFAMILY:Ribosomal_L9/RNase_H1_N";"FAMILY:Ribosomal_L9";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_L9_N_sf";"DOMAIN:Ribosomal_L9_N"
Dcitr05g1691011	10	IPR029952;IPR030381;IPR000261;IPR022812;IPR018247;IPR011992;IPR027417;IPR040990;IPR031692;IPR002048	"FAMILY:EHD4";"DOMAIN:G_DYNAMIN_dom";"DOMAIN:EH_dom";"FAMILY:Dynamin_SF";"BINDING_SITE:EF_Hand_1_Ca_BS";"HOMOLOGOUS_SUPERFAMILY:EF-hand-dom_pair";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:DUF5600";"DOMAIN:EHD_N";"DOMAIN:EF_hand_dom"
Dcitr05g1213011	12	IPR033221;IPR011009;IPR036028;IPR000719;IPR001452;IPR017441;IPR035837;IPR001245;IPR008266;IPR000980;IPR020635;IPR036860	"FAMILY:ABL1";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:SH3-like_dom_sf";"DOMAIN:Prot_kinase_dom";"DOMAIN:SH3_domain";"BINDING_SITE:Protein_kinase_ATP_BS";"DOMAIN:ABL_SH2";"DOMAIN:Ser-Thr/Tyr_kinase_cat_dom";"ACTIVE_SITE:Tyr_kinase_AS";"DOMAIN:SH2";"DOMAIN:Tyr_kinase_cat_dom";"HOMOLOGOUS_SUPERFAMILY:SH2_dom_sf"
Dcitr13g0347011	1	IPR013621	"DOMAIN:Ion_trans_N"
Dcitr12g0777012	5	IPR013088;IPR035500;IPR000536;IPR001628;IPR001723	"HOMOLOGOUS_SUPERFAMILY:Znf_NHR/GATA";"HOMOLOGOUS_SUPERFAMILY:NHR-like_dom_sf";"DOMAIN:Nucl_hrmn_rcpt_lig-bd";"DOMAIN:Znf_hrmn_rcpt";"FAMILY:Nuclear_hrmn_rcpt"
Dcitr00g0901011	1	IPR000618	"FAMILY:Insect_cuticle"
Dcitr03g1881011	3	IPR005123;IPR002893;IPR006620	"DOMAIN:Oxoglu/Fe-dep_dioxygenase";"DOMAIN:Znf_MYND";"DOMAIN:Pro_4_hyd_alph"
Dcitr05g1052011	19	IPR003598;IPR038103;IPR010255;IPR003599;IPR032675;IPR000372;IPR034824;IPR007110;IPR034828;IPR001611;IPR013783;IPR032041;IPR036179;IPR013098;IPR031336;IPR037120;IPR003591;IPR000483;IPR019791	"DOMAIN:Ig_sub2";"HOMOLOGOUS_SUPERFAMILY:CDC73_C_sf";"HOMOLOGOUS_SUPERFAMILY:Haem_peroxidase_sf";"DOMAIN:Ig_sub";"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf";"DOMAIN:LRRNT";"DOMAIN:Peroxidasin_peroxidase";"DOMAIN:Ig-like_dom";"FAMILY:Peroxidasin";"REPEAT:Leu-rich_rpt";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"DOMAIN:Cdc73_N";"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"DOMAIN:Ig_I-set";"DOMAIN:CDC73_C";"HOMOLOGOUS_SUPERFAMILY:Haem_peroxidase_sf_animal";"REPEAT:Leu-rich_rpt_typical-subtyp";"DOMAIN:Cys-rich_flank_reg_C";"FAMILY:Haem_peroxidase_animal"
