InterPro_ID	InterPro_Type_and_Name	Accession_Count	Accession_IDs
IPR026532	FAMILY:BRX1	5	Dcitr01g0314011;Dcitr01g0306011;Dcitr01g0301011;Dcitr01g0299011;Dcitr01g0302011
IPR037740	FAMILY:CSN5	1	Dcitr10g0139011
IPR027417	HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase	879	Dcitr01g1172011;Dcitr01g1713011;Dcitr11g0670011;Dcitr05g0446011;Dcitr09g0563014;Dcitr00g0619011;Dcitr01g1487011;Dcitr09g0154012;Dcitr05g1313011;Dcitr05g1279011;Dcitr12g0488011;Dcitr03g1306011;Dcitr07g0756011;Dcitr02g1106011;Dcitr01g1038011;Dcitr08g0184012;Dcitr10g0446013;Dcitr12g0879011;Dcitr03g1081011;Dcitr12g0948015;Dcitr03g1638011;Dcitr05g1391011;Dcitr04g0693011;Dcitr00g1308011;Dcitr01g1215011;Dcitr03g1317011;Dcitr03g0560011;Dcitr04g1605011;Dcitr04g0399011;Dcitr11g0114012;Dcitr09g0845011;Dcitr12g0156011;Dcitr04g0165012;Dcitr01g2066011;Dcitr03g1306012;Dcitr07g1072011;Dcitr03g0751012;Dcitr05g1167011;Dcitr02g0275011;Dcitr03g0970011;Dcitr09g0554011;Dcitr11g0406011;Dcitr07g0688011;Dcitr13g0713011;Dcitr00g1064011;Dcitr03g1197011;Dcitr08g1138012;Dcitr02g1565011;Dcitr03g1843011;Dcitr05g1393011;Dcitr09g0563011;Dcitr02g0252011;Dcitr12g0941012;Dcitr02g1210011;Dcitr01g0798011;Dcitr02g1986011;Dcitr01g1333011;Dcitr00g1275011;Dcitr09g0828011;Dcitr02g1618011;Dcitr12g0336011;Dcitr11g0346011;Dcitr02g1911011;Dcitr04g1064011;Dcitr02g0736014;Dcitr05g0505011;Dcitr06g0444012;Dcitr03g2089011;Dcitr09g0894011;Dcitr05g1082011;Dcitr02g0739011;Dcitr10g0618011;Dcitr00g1066011;Dcitr07g0113011;Dcitr03g0742011;Dcitr00g1508011;Dcitr10g1114011;Dcitr04g1126011;Dcitr07g0777011;Dcitr01g1327011;Dcitr08g0942011;Dcitr01g0114011;Dcitr00g0725011;Dcitr11g0106011;Dcitr13g0433012;Dcitr06g0670011;Dcitr02g0752011;Dcitr02g1294011;Dcitr02g0433012;Dcitr02g0597011;Dcitr05g1367011;Dcitr06g0849011;Dcitr10g0717011;Dcitr11g0668011;Dcitr01g1189011;Dcitr03g1469011;Dcitr00g1223011;Dcitr02g0607011;Dcitr04g1463011;Dcitr02g1016012;Dcitr07g0353011;Dcitr12g0618011;Dcitr06g0755011;Dcitr01g1817011;Dcitr12g0333011;Dcitr01g1812012;Dcitr09g0956012;Dcitr13g0333011;Dcitr04g1170011;Dcitr13g0440011;Dcitr12g1007011;Dcitr06g0292012;Dcitr03g1267011;Dcitr03g1418011;Dcitr09g0219013;Dcitr01g0977011;Dcitr13g0198012;Dcitr12g0382011;Dcitr12g0899011;Dcitr00g1411011;Dcitr05g1690011;Dcitr09g0665011;Dcitr06g0444011;Dcitr05g0310012;Dcitr05g0838011;Dcitr09g0557011;Dcitr06g1413011;Dcitr04g1055011;Dcitr00g0678011;Dcitr07g0749011;Dcitr01g1716011;Dcitr00g0325011;Dcitr03g0219011;Dcitr12g0948013;Dcitr06g0148011;Dcitr00g0994011;Dcitr03g0253011;Dcitr02g1193011;Dcitr09g0431011;Dcitr08g0184011;Dcitr01g2088011;Dcitr04g0662011;Dcitr08g0987011;Dcitr01g1036011;Dcitr06g1439012;Dcitr06g0608011;Dcitr06g0901011;Dcitr02g0204011;Dcitr09g0890012;Dcitr00g0145011;Dcitr02g0736013;Dcitr07g0757011;Dcitr10g0658011;Dcitr13g0374012;Dcitr01g1947011;Dcitr05g1176011;Dcitr13g0448011;Dcitr04g1309011;Dcitr10g0706011;Dcitr12g0948012;Dcitr10g1059011;Dcitr12g0176015;Dcitr04g0451011;Dcitr03g0645011;Dcitr01g2087011;Dcitr09g0889011;Dcitr02g0865011;Dcitr03g0191011;Dcitr07g0459011;Dcitr03g0563011;Dcitr05g0922011;Dcitr10g0443011;Dcitr09g0400011;Dcitr02g1383011;Dcitr04g1060013;Dcitr02g1212011;Dcitr07g0898011;Dcitr05g0755011;Dcitr00g0201011;Dcitr12g0334011;Dcitr08g1190011;Dcitr08g0762011;Dcitr01g0149011;Dcitr01g0859011;Dcitr12g0161011;Dcitr04g0979011;Dcitr09g0326011;Dcitr01g0515011;Dcitr00g0371011;Dcitr09g0723011;Dcitr04g0487011;Dcitr01g0996011;Dcitr04g1298011;Dcitr03g0766011;Dcitr00g0561011;Dcitr05g1722011;Dcitr11g0799011;Dcitr01g2073011;Dcitr01g1816011;Dcitr09g0128011;Dcitr07g1120011;Dcitr13g0471011;Dcitr13g0184011;Dcitr11g0342011;Dcitr00g1123011;Dcitr03g0315011;Dcitr02g0613011;Dcitr12g0807011;Dcitr07g0134011;Dcitr02g2000011;Dcitr03g0544011;Dcitr01g0474011;Dcitr11g0114011;Dcitr01g2186011;Dcitr01g2091011;Dcitr07g1037011;Dcitr00g0560011;Dcitr01g2247012;Dcitr04g1106011;Dcitr02g1981011;Dcitr09g0134011;Dcitr09g0573014;Dcitr06g0130011;Dcitr01g1588011;Dcitr01g1952011;Dcitr09g0873013;Dcitr04g1332012;Dcitr03g1159011;Dcitr04g0237011;Dcitr05g1378011;Dcitr08g0293011;Dcitr07g1122011;Dcitr13g0535011;Dcitr03g1779011;Dcitr06g0757011;Dcitr05g1317011;Dcitr02g1216011;Dcitr01g1114011;Dcitr06g0588011;Dcitr09g0873011;Dcitr05g1080011;Dcitr02g1160011;Dcitr05g0716011;Dcitr03g2107011;Dcitr10g0335011;Dcitr09g0966011;Dcitr00g0108011;Dcitr06g0840011;Dcitr03g1980011;Dcitr02g1423011;Dcitr12g0768011;Dcitr11g0519011;Dcitr08g0868011;Dcitr03g0880012;Dcitr03g1470011;Dcitr00g1083011;Dcitr04g1124011;Dcitr01g0976011;Dcitr02g0433011;Dcitr06g0744011;Dcitr05g1470011;Dcitr00g1279011;Dcitr00g0580011;Dcitr10g0446012;Dcitr00g0815011;Dcitr06g0872011;Dcitr09g0873014;Dcitr12g0487011;Dcitr05g0226011;Dcitr01g0626011;Dcitr04g1058011;Dcitr09g0965011;Dcitr12g0948011;Dcitr00g0143011;Dcitr01g1712011;Dcitr10g0266011;Dcitr07g0265011;Dcitr03g1280011;Dcitr12g0493011;Dcitr12g0874011;Dcitr10g0540011;Dcitr01g0553011;Dcitr03g1454011;Dcitr12g0594012;Dcitr12g0491011;Dcitr00g1388011;Dcitr02g0198011;Dcitr07g0415011;Dcitr03g0235011;Dcitr06g0604011;Dcitr12g0176011;Dcitr10g0346011;Dcitr13g0483011;Dcitr05g0798011;Dcitr12g0389011;Dcitr01g1800011;Dcitr13g0319011;Dcitr01g0554011;Dcitr04g1058012;Dcitr02g0385011;Dcitr05g1450011;Dcitr08g0162011;Dcitr09g0402011;Dcitr11g0680012;Dcitr13g0406011;Dcitr12g0800011;Dcitr01g0331011;Dcitr03g1860011;Dcitr03g1691012;Dcitr01g0744011;Dcitr03g2078011;Dcitr13g0445011;Dcitr02g0197011;Dcitr04g1199011;Dcitr01g1766012;Dcitr13g0714011;Dcitr02g0582012;Dcitr07g0928012;Dcitr05g0609011;Dcitr07g0484011;Dcitr05g1034011;Dcitr07g0113012;Dcitr04g0805011;Dcitr05g1165011;Dcitr08g0804011;Dcitr09g0563013;Dcitr10g0983011;Dcitr07g0108012;Dcitr06g0606011;Dcitr02g0439011;Dcitr10g0732011;Dcitr06g0335011;Dcitr05g1292011;Dcitr12g0415011;Dcitr02g1162011;Dcitr02g1824011;Dcitr09g0399011;Dcitr02g0584011;Dcitr04g1603011;Dcitr01g0991011;Dcitr10g0560011;Dcitr06g0638011;Dcitr12g0342011;Dcitr04g1175011;Dcitr02g0729011;Dcitr05g1177011;Dcitr05g1302011;Dcitr07g0258011;Dcitr09g0921012;Dcitr05g0562011;Dcitr07g0114011;Dcitr03g0314011;Dcitr07g0684011;Dcitr11g0680011;Dcitr00g1164011;Dcitr12g0176013;Dcitr08g0808011;Dcitr00g0581011;Dcitr03g2084011;Dcitr04g1464011;Dcitr05g0203011;Dcitr13g0320011;Dcitr03g0751011;Dcitr06g0127011;Dcitr08g0162012;Dcitr03g0738011;Dcitr07g1175011;Dcitr04g1585011;Dcitr04g1060014;Dcitr01g2089011;Dcitr10g0183011;Dcitr04g1302011;Dcitr13g0145011;Dcitr04g1305011;Dcitr07g1202011;Dcitr02g0265011;Dcitr02g1998012;Dcitr03g0961011;Dcitr08g0988011;Dcitr01g2184011;Dcitr12g0173011;Dcitr06g0128011;Dcitr04g0619011;Dcitr03g1267012;Dcitr02g0753011;Dcitr11g0495012;Dcitr06g0213011;Dcitr01g0550011;Dcitr11g0341011;Dcitr03g1622012;Dcitr06g0505011;Dcitr04g0863011;Dcitr00g1148011;Dcitr12g0176014;Dcitr06g1280011;Dcitr03g0972011;Dcitr12g0160011;Dcitr06g0756011;Dcitr12g0767011;Dcitr04g0570011;Dcitr01g0980011;Dcitr08g1188011;Dcitr01g0807011;Dcitr01g0153011;Dcitr02g1092011;Dcitr13g0441011;Dcitr04g0423011;Dcitr04g1061011;Dcitr03g1306014;Dcitr04g1663011;Dcitr09g0893011;Dcitr05g1561011;Dcitr05g1275011;Dcitr06g0754011;Dcitr00g0961011;Dcitr07g0900011;Dcitr02g0925011;Dcitr06g0342011;Dcitr07g0261011;Dcitr03g1262011;Dcitr05g0449011;Dcitr12g0767012;Dcitr09g0870011;Dcitr02g1104011;Dcitr02g0373011;Dcitr03g1622011;Dcitr03g0343011;Dcitr03g1559011;Dcitr02g1017011;Dcitr12g0157011;Dcitr03g0744011;Dcitr08g0408011;Dcitr01g0939011;Dcitr12g1022011;Dcitr11g0727012;Dcitr07g0738011;Dcitr12g0162011;Dcitr07g0763011;Dcitr04g0940011;Dcitr06g0910011;Dcitr05g1585012;Dcitr05g0689011;Dcitr05g1316011;Dcitr12g0948014;Dcitr06g0922011;Dcitr04g1128011;Dcitr07g0668011;Dcitr08g0972011;Dcitr03g1691011;Dcitr06g1464011;Dcitr06g1035011;Dcitr11g0778011;Dcitr10g0166011;Dcitr11g0727011;Dcitr11g0346012;Dcitr07g1211011;Dcitr02g1012012;Dcitr00g0595011;Dcitr10g0255011;Dcitr01g1766011;Dcitr09g0332011;Dcitr05g1691011;Dcitr08g0128012;Dcitr02g1281011;Dcitr07g0106011;Dcitr04g0401011;Dcitr00g0556011;Dcitr09g0676011;Dcitr11g0708011;Dcitr13g0397012;Dcitr04g1472011;Dcitr01g0944011;Dcitr13g0470011;Dcitr01g0918011;Dcitr13g0474011;Dcitr08g0162014;Dcitr03g0960011;Dcitr09g0568011;Dcitr05g1374011;Dcitr10g0444011;Dcitr08g0988012;Dcitr09g0267011;Dcitr13g0433011;Dcitr09g0573011;Dcitr02g1998011;Dcitr04g1665011;Dcitr12g0634011;Dcitr02g1999011;Dcitr07g0119011;Dcitr08g0407011;Dcitr13g0397011;Dcitr11g0641011;Dcitr04g1060011;Dcitr04g0815011;Dcitr12g0179011;Dcitr04g0395011;Dcitr12g0164011;Dcitr04g1158011;Dcitr08g0290011;Dcitr02g0584012;Dcitr03g1463011;Dcitr03g0369011;Dcitr00g0730011;Dcitr01g0251011;Dcitr02g0393011;Dcitr02g1267011;Dcitr07g0414011;Dcitr05g0827011;Dcitr11g0495011;Dcitr10g1117011;Dcitr00g0909012;Dcitr03g0562011;Dcitr07g0766011;Dcitr12g0802011;Dcitr08g0162013;Dcitr07g0682011;Dcitr01g2086011;Dcitr01g1182011;Dcitr04g1299011;Dcitr12g0176012;Dcitr04g1368012;Dcitr01g2067011;Dcitr10g0340011;Dcitr03g1691013;Dcitr01g0138011;Dcitr06g1461011;Dcitr02g1196011;Dcitr01g2058011;Dcitr12g0875011;Dcitr03g0485011;Dcitr12g0130011;Dcitr12g0902012;Dcitr09g0431013;Dcitr13g0451011;Dcitr12g0621011;Dcitr12g0489011;Dcitr02g1709011;Dcitr04g0935011;Dcitr05g1526011;Dcitr05g0250011;Dcitr06g0292013;Dcitr08g0372011;Dcitr04g0250011;Dcitr07g0463011;Dcitr07g0643011;Dcitr02g1994011;Dcitr11g0576011;Dcitr05g0227011;Dcitr03g1844011;Dcitr07g1034011;Dcitr00g1516011;Dcitr04g1163011;Dcitr03g0646011;Dcitr02g0582011;Dcitr02g1580011;Dcitr02g1095011;Dcitr04g1276011;Dcitr01g0743011;Dcitr07g0903011;Dcitr00g0381011;Dcitr05g1701011;Dcitr11g0223011;Dcitr04g0571011;Dcitr01g2085011;Dcitr03g1557011;Dcitr12g0814011;Dcitr04g0862011;Dcitr03g1087011;Dcitr09g0219011;Dcitr04g0165011;Dcitr11g0574011;Dcitr10g0379011;Dcitr07g0754011;Dcitr00g1320011;Dcitr04g0812011;Dcitr05g0920011;Dcitr02g1282011;Dcitr12g0902011;Dcitr10g0891011;Dcitr03g1323011;Dcitr02g0736012;Dcitr13g0189011;Dcitr02g0184011;Dcitr02g1019011;Dcitr09g0454011;Dcitr06g0454012;Dcitr11g0463011;Dcitr08g0145011;Dcitr03g1862011;Dcitr12g0337011;Dcitr09g0673011;Dcitr12g0348011;Dcitr02g0261011;Dcitr02g0804011;Dcitr06g0911011;Dcitr10g1117012;Dcitr01g0328011;Dcitr03g1651011;Dcitr06g0292011;Dcitr08g0870011;Dcitr09g0932011;Dcitr03g0968011;Dcitr08g1133011;Dcitr12g0901011;Dcitr07g0768011;Dcitr01g0796011;Dcitr01g1400012;Dcitr01g1329011;Dcitr02g1418011;Dcitr02g1683011;Dcitr02g0257011;Dcitr02g1094011;Dcitr01g2059011;Dcitr10g0159011;Dcitr07g0437011;Dcitr08g0989011;Dcitr00g0621011;Dcitr00g1519011;Dcitr01g0481011;Dcitr10g0880011;Dcitr00g0894011;Dcitr10g0446011;Dcitr13g0390011;Dcitr01g0990011;Dcitr00g0909011;Dcitr03g1106011;Dcitr06g0890011;Dcitr10g1056011;Dcitr00g1352011;Dcitr01g0974011;Dcitr07g0928011;Dcitr02g0480011;Dcitr05g0687011;Dcitr03g1853011;Dcitr03g0566011;Dcitr05g1585011;Dcitr08g1228011;Dcitr05g1303011;Dcitr05g0500011;Dcitr01g1930011;Dcitr05g0713011;Dcitr12g0516011;Dcitr06g0293011;Dcitr02g0927011;Dcitr09g0135011;Dcitr00g0167011;Dcitr04g0615011;Dcitr12g0335011;Dcitr03g1642011;Dcitr10g0409011;Dcitr13g0332011;Dcitr01g0497011;Dcitr09g0873012;Dcitr03g1879011;Dcitr04g0376011;Dcitr02g1527011;Dcitr04g0574011;Dcitr09g0573013;Dcitr02g1527012;Dcitr02g1016011;Dcitr02g0681011;Dcitr04g1060012;Dcitr01g1190011;Dcitr04g0168011;Dcitr00g0516011;Dcitr12g0873011;Dcitr00g0891011;Dcitr12g0813011;Dcitr12g0878011;Dcitr13g0458011;Dcitr10g0406011;Dcitr09g0331011;Dcitr01g0978011;Dcitr04g1332011;Dcitr03g1879012;Dcitr05g1585013;Dcitr02g0736011;Dcitr07g0260011;Dcitr11g0214011;Dcitr07g0737011;Dcitr11g0602011;Dcitr02g0731011;Dcitr01g2247011;Dcitr06g1439011;Dcitr08g0145013;Dcitr09g0329011;Dcitr06g1229011;Dcitr13g0486011;Dcitr04g1173011;Dcitr00g0641011;Dcitr03g1113011;Dcitr07g1205011;Dcitr12g0957011;Dcitr07g0108011;Dcitr02g0268011;Dcitr02g1013011;Dcitr01g2059012;Dcitr12g0941011;Dcitr04g1628011;Dcitr07g0644011;Dcitr07g0115011;Dcitr07g0116011;Dcitr01g0627011;Dcitr04g0427011;Dcitr01g0707011;Dcitr01g0624011;Dcitr08g0909011;Dcitr09g0563012;Dcitr08g1137011;Dcitr07g1118011;Dcitr10g0446014;Dcitr08g1130011;Dcitr04g0858011;Dcitr10g0583011;Dcitr03g1416011;Dcitr02g1662011;Dcitr03g1972011;Dcitr03g1860012;Dcitr00g0108012;Dcitr01g1810011;Dcitr02g1912011;Dcitr02g1704011;Dcitr12g0859011;Dcitr02g1206011;Dcitr09g0431012;Dcitr10g0625011;Dcitr13g0198011;Dcitr01g1243011;Dcitr13g0537011;Dcitr09g0274011;Dcitr02g0472011;Dcitr12g0410011;Dcitr02g1679012;Dcitr01g0552011;Dcitr02g1370011;Dcitr07g1205012;Dcitr11g0723011;Dcitr08g1138011;Dcitr11g0415011;Dcitr03g1691014;Dcitr00g0302011;Dcitr09g0573012;Dcitr11g0774011;Dcitr01g2194011;Dcitr03g1203011;Dcitr02g1132011;Dcitr01g2060011;Dcitr08g0547011;Dcitr10g1055011;Dcitr04g1060015;Dcitr05g1164011;Dcitr12g0594011;Dcitr06g0275011;Dcitr09g0964011;Dcitr03g0748011;Dcitr04g1584011;Dcitr09g0196011;Dcitr09g0453011;Dcitr05g1532011;Dcitr13g0487011;Dcitr08g1241011;Dcitr01g1133011;Dcitr01g1812011;Dcitr08g0659011;Dcitr09g0935011;Dcitr07g0457011;Dcitr01g1118011;Dcitr03g1950011;Dcitr05g0564011;Dcitr09g0555011;Dcitr05g0540011;Dcitr11g0703011;Dcitr10g0987011;Dcitr01g0879011;Dcitr02g1679011;Dcitr04g1368011;Dcitr03g0880011;Dcitr03g1980012;Dcitr12g1012011;Dcitr03g2103011;Dcitr03g0271011;Dcitr09g0893012;Dcitr01g1254011;Dcitr13g0374011;Dcitr02g0612011;Dcitr01g1541011;Dcitr11g0106012;Dcitr11g0372011;Dcitr05g0757011;Dcitr00g0471011;Dcitr02g1821011;Dcitr08g0831011;Dcitr00g1043011;Dcitr00g0106011;Dcitr08g1134011;Dcitr02g1105011;Dcitr03g1612011;Dcitr04g1505011;Dcitr03g0222011;Dcitr05g0299011;Dcitr00g0640011;Dcitr02g1292012;Dcitr05g0310011;Dcitr03g2076011;Dcitr12g0486011;Dcitr09g0219012;Dcitr01g1971011;Dcitr10g0425011;Dcitr00g0848011;Dcitr08g0868012;Dcitr05g1174011;Dcitr00g0846011;Dcitr09g0726011;Dcitr03g1650011;Dcitr02g0864011;Dcitr01g0250011;Dcitr09g0921011;Dcitr03g0322011;Dcitr04g1178011;Dcitr05g1720011;Dcitr05g0310013;Dcitr01g0890011;Dcitr05g0476011;Dcitr05g0611011;Dcitr01g1270011;Dcitr07g0465011;Dcitr10g1073011;Dcitr01g1400011;Dcitr08g1191011;Dcitr03g0773011;Dcitr04g0241011;Dcitr01g1869011;Dcitr02g1579011;Dcitr09g0890011;Dcitr04g1169011;Dcitr04g0490011;Dcitr00g1007011;Dcitr08g0145012;Dcitr12g0420011;Dcitr01g1934011;Dcitr03g1845011;Dcitr09g0330011;Dcitr04g1046011;Dcitr06g0274011;Dcitr06g1032011;Dcitr02g1292011;Dcitr03g1306013;Dcitr03g0276011;Dcitr00g0797011;Dcitr04g0523011;Dcitr12g0603011;Dcitr04g1174011;Dcitr06g0454011;Dcitr02g1200011;Dcitr01g1581011;Dcitr04g0977011;Dcitr12g0892011;Dcitr03g0200011;Dcitr02g1012011;Dcitr03g2092011;Dcitr11g0510011;Dcitr03g0725011;Dcitr02g1043011;Dcitr04g0943011;Dcitr01g1039011;Dcitr01g1721011;Dcitr00g0325012;Dcitr01g1646011;Dcitr03g1279011;Dcitr04g0982011;Dcitr12g0307011;Dcitr00g0224011;Dcitr00g0890011;Dcitr03g0959011;Dcitr02g0584013;Dcitr05g1345011;Dcitr10g0658012;Dcitr01g1136011;Dcitr05g0224011
IPR013873	DOMAIN:Cdc37_C	5	Dcitr07g0835011;Dcitr00g1113011;Dcitr07g0837011;Dcitr03g1437011;Dcitr00g1213011
IPR003511	DOMAIN:HORMA_dom	3	Dcitr00g0132011;Dcitr04g0562011;Dcitr01g1907011
IPR014748	HOMOLOGOUS_SUPERFAMILY:Enoyl-CoA_hydra_C	5	Dcitr01g2079011;Dcitr12g0395011;Dcitr03g1111011;Dcitr04g0469011;Dcitr04g0473011
IPR039647	FAMILY:EF_hand_pair_protein_CML-like	1	Dcitr08g0933011
IPR022636	HOMOLOGOUS_SUPERFAMILY:S-AdoMet_synthetase_sfam	3	Dcitr06g0917013;Dcitr06g0917012;Dcitr06g0917011
IPR035584	DOMAIN:PurF_N	1	Dcitr08g0591011
IPR012678	HOMOLOGOUS_SUPERFAMILY:Ribosomal_L23/L15e_core_dom_sf	7	Dcitr02g1926011;Dcitr06g0537011;Dcitr07g1029011;Dcitr00g1343011;Dcitr12g0182011;Dcitr02g1932011;Dcitr06g0538011
IPR001131	CONSERVED_SITE:Peptidase_M24B_aminopep-P_CS	4	Dcitr03g1261011;Dcitr03g1265011;Dcitr00g0594011;Dcitr00g0228011
IPR019530	FAMILY:Intra-flagellar_transport_57	1	Dcitr02g1775011
IPR036773	HOMOLOGOUS_SUPERFAMILY:TB_dom_sf	3	Dcitr02g1443011;Dcitr11g0145011;Dcitr11g0167011
IPR015813	HOMOLOGOUS_SUPERFAMILY:Pyrv/PenolPyrv_Kinase-like_dom	3	Dcitr00g1176011;Dcitr07g0614011;Dcitr01g1119011
IPR008465	DOMAIN:DAG1_C	5	Dcitr02g0420012;Dcitr02g0428011;Dcitr02g0429012;Dcitr02g0420011;Dcitr02g0429011
IPR016179	DOMAIN:Insulin-like	8	Dcitr06g1063011;Dcitr06g1044011;Dcitr06g0876011;Dcitr01g0379011;Dcitr13g0447011;Dcitr06g0875011;Dcitr06g0853011;Dcitr06g1061011
IPR005822	FAMILY:Ribosomal_L13	4	Dcitr02g0600011;Dcitr12g0840011;Dcitr12g0836011;Dcitr12g0835011
IPR000218	FAMILY:Ribosomal_L14P	3	Dcitr13g0528011;Dcitr05g0759011;Dcitr05g0754011
IPR000402	FAMILY:Na/K_ATPase_sub_beta	7	Dcitr04g1180012;Dcitr00g0955011;Dcitr02g1068011;Dcitr04g0127012;Dcitr04g1180011;Dcitr04g1142011;Dcitr04g0127011
IPR029822	FAMILY:JunB	2	Dcitr13g0497011;Dcitr13g0493011
IPR000266	FAMILY:Ribosomal_S17/S11	3	Dcitr05g0458011;Dcitr09g0596011;Dcitr05g0468011
IPR000807	FAMILY:ImidazoleglycerolP_deHydtase	1	Dcitr00g1182011
IPR014727	HOMOLOGOUS_SUPERFAMILY:TopoI_cat_a/b-sub_euk	1	Dcitr04g0243011
IPR009001	HOMOLOGOUS_SUPERFAMILY:Transl_elong_EF1A/Init_IF2_C	13	Dcitr03g0377011;Dcitr12g0941012;Dcitr09g0219012;Dcitr05g0842011;Dcitr04g0935011;Dcitr12g0516011;Dcitr04g0940011;Dcitr07g0684011;Dcitr05g0838011;Dcitr09g0196011;Dcitr02g2000011;Dcitr03g0369011;Dcitr12g0941011
IPR002204	CONSERVED_SITE:3-OH-isobutyrate_DH-rel_CS	1	Dcitr03g1139011
IPR030591	FAMILY:MTMR8	1	Dcitr06g1295011
IPR000237	DOMAIN:GRIP_dom	11	Dcitr04g1403011;Dcitr09g0194011;Dcitr04g0553013;Dcitr04g0553012;Dcitr01g0433011;Dcitr09g0193011;Dcitr01g2094011;Dcitr01g2091011;Dcitr01g0439011;Dcitr04g0553014;Dcitr01g0435011
IPR032863	FAMILY:ALKBH8	1	Dcitr05g0194011
IPR033568	FAMILY:Srek1	1	Dcitr06g1550011
IPR028945	FAMILY:WRB/Get1	1	Dcitr05g0723011
IPR024146	FAMILY:Claspin	3	Dcitr03g1931011;Dcitr03g1922011;Dcitr03g1923011
IPR036954	HOMOLOGOUS_SUPERFAMILY:Collagen_IV_NC_sf	2	Dcitr00g0160011;Dcitr00g0159011
IPR014362	FAMILY:Glu_DH	2	Dcitr01g0895011;Dcitr01g0896011
IPR012464	FAMILY:DUF1676	41	Dcitr09g0731011;Dcitr09g0743011;Dcitr09g0165011;Dcitr09g0684011;Dcitr04g1500011;Dcitr09g0174011;Dcitr09g0777011;Dcitr09g0363011;Dcitr09g0166011;Dcitr04g1496011;Dcitr09g0591011;Dcitr09g0594013;Dcitr09g0734011;Dcitr09g0164011;Dcitr09g0400011;Dcitr08g0746011;Dcitr05g0244011;Dcitr09g0488011;Dcitr09g0592011;Dcitr09g0589011;Dcitr09g0776011;Dcitr09g0744011;Dcitr09g0778011;Dcitr09g0365011;Dcitr09g0587011;Dcitr09g0735011;Dcitr09g0594012;Dcitr09g0362011;Dcitr09g0779011;Dcitr09g0590011;Dcitr07g0784011;Dcitr06g0487011;Dcitr09g0594011;Dcitr09g0404011;Dcitr09g0593011;Dcitr09g0761011;Dcitr09g0685011;Dcitr09g0777012;Dcitr09g0487011;Dcitr09g0588011;Dcitr08g0518011
IPR039891	FAMILY:VWA8	7	Dcitr12g0901011;Dcitr12g0902011;Dcitr12g0902012;Dcitr12g0903011;Dcitr12g0892011;Dcitr12g0899011;Dcitr12g0913011
IPR032446	DOMAIN:SCAPER_N	2	Dcitr02g1652011;Dcitr02g1649011
IPR021785	DOMAIN:DUF3350	3	Dcitr02g0456011;Dcitr02g0455011;Dcitr02g0455012
IPR029070	HOMOLOGOUS_SUPERFAMILY:Chitinase_insertion_sf	17	Dcitr06g1039011;Dcitr06g1038011;Dcitr02g0622011;Dcitr00g1473011;Dcitr10g0415011;Dcitr00g1471011;Dcitr02g1111011;Dcitr11g0319011;Dcitr07g0774011;Dcitr12g0443011;Dcitr01g0382011;Dcitr10g0412011;Dcitr02g0621011;Dcitr00g1530011;Dcitr10g0414011;Dcitr07g0836011;Dcitr07g0838011
IPR018446	CONSERVED_SITE:Corticotropin-releasing_fac_CS	1	Dcitr09g0337011
IPR016098	HOMOLOGOUS_SUPERFAMILY:CAP/MinC_C	10	Dcitr02g1046011;Dcitr02g1046015;Dcitr01g1497012;Dcitr02g1046012;Dcitr02g1046013;Dcitr02g1046014;Dcitr00g0442011;Dcitr02g1750011;Dcitr01g1497011;Dcitr01g1498011
IPR000077	FAMILY:Ribosomal_L39	1	Dcitr09g0854011
IPR018370	CONSERVED_SITE:Chaperonin_Cpn60_CS	1	Dcitr11g0790011
IPR033809	FAMILY:USP39	4	Dcitr06g1382011;Dcitr06g1392011;Dcitr06g1378011;Dcitr06g1385011
IPR004855	FAMILY:TFIIA_asu/bsu	1	Dcitr05g0291011
IPR000467	DOMAIN:G_patch_dom	14	Dcitr02g0764011;Dcitr04g0545011;Dcitr02g1642011;Dcitr12g0317011;Dcitr05g1038011;Dcitr01g0888011;Dcitr04g0257011;Dcitr02g1830011;Dcitr13g0223011;Dcitr05g1039011;Dcitr12g0823011;Dcitr13g0218011;Dcitr11g0443011;Dcitr13g0622011
IPR028265	FAMILY:TTDN1/SICKLE	1	Dcitr02g0928011
IPR042526	HOMOLOGOUS_SUPERFAMILY:Atg5_HR	2	Dcitr02g0367011;Dcitr02g0381011
IPR001645	FAMILY:Folylpolyglutamate_synth	5	Dcitr12g0259011;Dcitr12g0259012;Dcitr12g0259015;Dcitr12g0259014;Dcitr12g0259013
IPR039663	FAMILY:AIP/AIPL1	2	Dcitr12g0702011;Dcitr12g0703011
IPR013894	DOMAIN:RMI1_N	1	Dcitr04g1038011
IPR032362	DOMAIN:Ferlin_C	1	Dcitr06g1197011
