Accession_ID	Pathway_Count	Pathway_IDs	Pathway_Names
Dcitr00g0947011	40	Reactome: R-HSA-9018519;Reactome: R-HSA-977225;Reactome: R-HSA-9616222;Reactome: R-HSA-3214841;Reactome: R-HSA-2559586;Reactome: R-HSA-427389;Reactome: R-HSA-4551638;Reactome: R-HSA-110328;Reactome: R-HSA-5250924;Reactome: R-HSA-606279;Reactome: R-HSA-427359;Reactome: R-HSA-5693607;Reactome: R-HSA-3214847;Reactome: R-HSA-212300;Reactome: R-HSA-427413;Reactome: R-HSA-3214842;Reactome: R-HSA-5334118;Reactome: R-HSA-201722;Reactome: R-HSA-5693571;Reactome: R-HSA-2559580;Reactome: R-HSA-1221632;Reactome: R-HSA-2299718;Reactome: R-HSA-1912408;Reactome: R-HSA-5625886;Reactome: R-HSA-110329;Reactome: R-HSA-69473;Reactome: R-HSA-8936459;Reactome: R-HSA-2559582;Reactome: R-HSA-8939236;Reactome: R-HSA-73772;Reactome: R-HSA-110331;Reactome: R-HSA-5617472;Reactome: R-HSA-73728;Reactome: R-HSA-3214815;Reactome: R-HSA-171306;Reactome: R-HSA-5578749;Reactome: R-HSA-5693565;Reactome: R-HSA-110330;Reactome: R-HSA-3214858;Reactome: R-HSA-912446	"Estrogen-dependent gene expression";"Amyloid fiber formation";"Transcriptional regulation of granulopoiesis";"PKMTs methylate histone lysines";"DNA Damage/Telomere Stress Induced Senescence";"ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression";"SUMOylation of chromatin organization proteins";"Recognition and association of DNA glycosylase with site containing an affected pyrimidine";"B-WICH complex positively regulates rRNA expression";"Deposition of new CENPA-containing nucleosomes at the centromere";"SIRT1 negatively regulates rRNA expression";"Processing of DNA double-strand break ends";"HATs acetylate histones";"PRC2 methylates histones and DNA";"NoRC negatively regulates rRNA expression";"HDMs demethylate histones";"DNA methylation";"Formation of the beta-catenin:TCF transactivating complex";"Nonhomologous End-Joining (NHEJ)";"Oxidative Stress Induced Senescence";"Meiotic synapsis";"Condensation of Prophase Chromosomes";"Pre-NOTCH Transcription and Translation";"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3";"Cleavage of the damaged pyrimidine";"G2/M DNA damage checkpoint";"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function";"Senescence-Associated Secretory Phenotype (SASP)";"RUNX1 regulates transcription of genes involved in differentiation of HSCs";"RNA Polymerase I Promoter Escape";"Cleavage of the damaged purine";"Activation of anterior HOX genes in hindbrain development during early embryogenesis";"RNA Polymerase I Promoter Opening";"HDACs deacetylate histones";"Packaging Of Telomere Ends";"Transcriptional regulation by small RNAs";"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks";"Recognition and association of DNA glycosylase with site containing an affected purine";"RMTs methylate histone arginines";"Meiotic recombination"
Dcitr05g1503011	2	Reactome: R-HSA-430039;Reactome: R-HSA-72163	"mRNA decay by 5' to 3' exoribonuclease";"mRNA Splicing - Major Pathway"
Dcitr05g0988011	2	Reactome: R-HSA-174403;Reactome: R-HSA-5579006	"Glutathione synthesis and recycling";"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"
Dcitr06g1283011	3	Reactome: R-HSA-5419276;Reactome: R-HSA-5368286;Reactome: R-HSA-5389840	"Mitochondrial translation termination";"Mitochondrial translation initiation";"Mitochondrial translation elongation"
Dcitr05g0495011	1	Reactome: R-HSA-1362409	"Mitochondrial iron-sulfur cluster biogenesis"
Dcitr02g0774011	16	Reactome: R-HSA-3134963;Reactome: R-HSA-6811558;Reactome: R-HSA-5603037;Reactome: R-HSA-5602680;Reactome: R-HSA-1810476;Reactome: R-HSA-5602498;Reactome: R-HSA-209543;Reactome: R-HSA-1236974;Reactome: R-HSA-166058;Reactome: R-HSA-975155;Reactome: R-HSA-9020702;Reactome: R-HSA-5603041;Reactome: R-HSA-1257604;Reactome: R-HSA-975110;Reactome: R-HSA-975871;Reactome: R-HSA-975138	"DEx/H-box helicases activate type I IFN and inflammatory cytokines production";"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling";"IRAK4 deficiency (TLR5)";"MyD88 deficiency (TLR5)";"RIP-mediated NFkB activation via ZBP1";"MyD88 deficiency (TLR2/4)";"p75NTR recruits signalling complexes";"ER-Phagosome pathway";"MyD88:MAL(TIRAP) cascade initiated on plasma membrane";"MyD88 dependent cascade initiated on endosome";"Interleukin-1 signaling";"IRAK4 deficiency (TLR2/4)";"PIP3 activates AKT signaling";"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling";"MyD88 cascade initiated on plasma membrane";"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"
Dcitr03g1269011	4	Reactome: R-HSA-72764;Reactome: R-HSA-9010553;Reactome: R-HSA-975956;Reactome: R-HSA-975957	"Eukaryotic Translation Termination";"Regulation of expression of SLITs and ROBOs";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
Dcitr05g1072011	9	Reactome: R-HSA-167162;Reactome: R-HSA-6804756;Reactome: R-HSA-75953;Reactome: R-HSA-76042;Reactome: R-HSA-674695;Reactome: R-HSA-73776;Reactome: R-HSA-167161;Reactome: R-HSA-167172;Reactome: R-HSA-73779	"RNA Polymerase II HIV Promoter Escape";"Regulation of TP53 Activity through Phosphorylation";"RNA Polymerase II Transcription Initiation";"RNA Polymerase II Transcription Initiation And Promoter Clearance";"RNA Polymerase II Pre-transcription Events";"RNA Polymerase II Promoter Escape";"HIV Transcription Initiation";"Transcription of the HIV genome";"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
Dcitr12g0973011	2	Reactome: R-HSA-375280;Reactome: R-HSA-416476	"Amine ligand-binding receptors";"G alpha (q) signalling events"
Dcitr02g0471011	1	Reactome: R-HSA-5368286	"Mitochondrial translation initiation"
Dcitr11g0685011	1	Reactome: R-HSA-6790901	"rRNA modification in the nucleus and cytosol"
Dcitr01g0351011	12	Reactome: R-HSA-975956;Reactome: R-HSA-156902;Reactome: R-HSA-192823;Reactome: R-HSA-72764;Reactome: R-HSA-2408557;Reactome: R-HSA-975957;Reactome: R-HSA-72706;Reactome: R-HSA-6791226;Reactome: R-HSA-9010553;Reactome: R-HSA-1799339;Reactome: R-HSA-156827;Reactome: R-HSA-72689	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Peptide chain elongation";"Viral mRNA Translation";"Eukaryotic Translation Termination";"Selenocysteine synthesis";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Major pathway of rRNA processing in the nucleolus and cytosol";"Regulation of expression of SLITs and ROBOs";"SRP-dependent cotranslational protein targeting to membrane";"L13a-mediated translational silencing of Ceruloplasmin expression";"Formation of a pool of free 40S subunits"
Dcitr08g0916011	2	Reactome: R-HSA-5358493;Reactome: R-HSA-8849175	"Synthesis of diphthamide-EEF2";"Threonine catabolism"
Dcitr11g0890011	15	Reactome: R-HSA-72702;Reactome: R-HSA-72689;Reactome: R-HSA-1799339;Reactome: R-HSA-9010553;Reactome: R-HSA-156827;Reactome: R-HSA-6791226;Reactome: R-HSA-72706;Reactome: R-HSA-975957;Reactome: R-HSA-72649;Reactome: R-HSA-72764;Reactome: R-HSA-72695;Reactome: R-HSA-2408557;Reactome: R-HSA-192823;Reactome: R-HSA-156902;Reactome: R-HSA-975956	"Ribosomal scanning and start codon recognition";"Formation of a pool of free 40S subunits";"SRP-dependent cotranslational protein targeting to membrane";"Regulation of expression of SLITs and ROBOs";"L13a-mediated translational silencing of Ceruloplasmin expression";"Major pathway of rRNA processing in the nucleolus and cytosol";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"Translation initiation complex formation";"Eukaryotic Translation Termination";"Formation of the ternary complex, and subsequently, the 43S complex";"Selenocysteine synthesis";"Viral mRNA Translation";"Peptide chain elongation";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
Dcitr01g0392011	1	Reactome: R-HSA-983168	"Antigen processing: Ubiquitination &amp; Proteasome degradation"
Dcitr03g2054011	2	Reactome: R-HSA-6784531;Reactome: R-HSA-1268020	"tRNA processing in the nucleus";"Mitochondrial protein import"
Dcitr07g0436013	1	Reactome: R-HSA-936837	"Ion transport by P-type ATPases"
Dcitr03g1474011	6	Reactome: R-HSA-6791226;Reactome: R-HSA-429958;Reactome: R-HSA-380994;Reactome: R-HSA-450513;Reactome: R-HSA-450604;Reactome: R-HSA-450385	"Major pathway of rRNA processing in the nucleolus and cytosol";"mRNA decay by 3' to 5' exoribonuclease";"ATF4 activates genes in response to endoplasmic reticulum stress";"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA";"KSRP (KHSRP) binds and destabilizes mRNA";"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"
Dcitr00g1495011	3	Reactome: R-HSA-5389840;Reactome: R-HSA-5368286;Reactome: R-HSA-5419276	"Mitochondrial translation elongation";"Mitochondrial translation initiation";"Mitochondrial translation termination"
Dcitr05g0193011	1	Reactome: R-HSA-6782315	"tRNA modification in the nucleus and cytosol"
Dcitr00g1014011	1	Reactome: R-HSA-9033241	"Peroxisomal protein import"
Dcitr05g1427011	1	Reactome: R-HSA-983168	"Antigen processing: Ubiquitination &amp; Proteasome degradation"
Dcitr03g0735011	1	Reactome: R-HSA-379726	"Mitochondrial tRNA aminoacylation"
Dcitr05g1614011	1	Reactome: R-HSA-204626	"Hypusine synthesis from eIF5A-lysine"
Dcitr03g1663011	1	Reactome: R-HSA-2514853	"Condensation of Prometaphase Chromosomes"
Dcitr03g0108011	1	Reactome: R-HSA-204005	"COPII-mediated vesicle transport"
Dcitr13g0248011	2	Reactome: R-HSA-8963888;Reactome: R-HSA-8866423	"Chylomicron assembly";"VLDL assembly"
Dcitr08g0972011	4	Reactome: R-HSA-6814122;Reactome: R-HSA-418594;Reactome: R-HSA-112043;Reactome: R-HSA-202040	"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding";"G alpha (i) signalling events";"PLC beta mediated events";"G-protein activation"
Dcitr05g0453011	57	Reactome: R-HSA-174113;Reactome: R-HSA-2871837;Reactome: R-HSA-983168;Reactome: R-HSA-174084;Reactome: R-HSA-349425;Reactome: R-HSA-5689880;Reactome: R-HSA-202424;Reactome: R-HSA-382556;Reactome: R-HSA-5610783;Reactome: R-HSA-180585;Reactome: R-HSA-5607764;Reactome: R-HSA-1169091;Reactome: R-HSA-174184;Reactome: R-HSA-195253;Reactome: R-HSA-1234176;Reactome: R-HSA-8951664;Reactome: R-HSA-5607761;Reactome: R-HSA-9604323;Reactome: R-HSA-9020702;Reactome: R-HSA-5678895;Reactome: R-HSA-350562;Reactome: R-HSA-8852276;Reactome: R-HSA-5610785;Reactome: R-HSA-5658442;Reactome: R-HSA-1236978;Reactome: R-HSA-8854050;Reactome: R-HSA-2467813;Reactome: R-HSA-6798695;Reactome: R-HSA-68949;Reactome: R-HSA-5632684;Reactome: R-HSA-5689603;Reactome: R-HSA-69481;Reactome: R-HSA-5668541;Reactome: R-HSA-69601;Reactome: R-HSA-180534;Reactome: R-HSA-5610780;Reactome: R-HSA-174154;Reactome: R-HSA-5687128;Reactome: R-HSA-68827;Reactome: R-HSA-69017;Reactome: R-HSA-1236974;Reactome: R-HSA-5358346;Reactome: R-HSA-4641257;Reactome: R-HSA-4641258;Reactome: R-HSA-211733;Reactome: R-HSA-9010553;Reactome: R-HSA-450408;Reactome: R-HSA-8939236;Reactome: R-HSA-174178;Reactome: R-HSA-4608870;Reactome: R-HSA-187577;Reactome: R-HSA-8948751;Reactome: R-HSA-8939902;Reactome: R-HSA-5362768;Reactome: R-HSA-8941858;Reactome: R-HSA-5676590;Reactome: R-HSA-75815	"SCF-beta-TrCP mediated degradation of Emi1";"FCERI mediated NF-kB activation";"Antigen processing: Ubiquitination &amp; Proteasome degradation";"Autodegradation of Cdh1 by Cdh1:APC/C";"Autodegradation of the E3 ubiquitin ligase COP1";"Ub-specific processing proteases";"Downstream TCR signaling";"ABC-family proteins mediated transport";"Degradation of GLI2 by the proteasome";"Vif-mediated degradation of APOBEC3G";"CLEC7A (Dectin-1) signaling";"Activation of NF-kappaB in B cells";"Cdc20:Phospho-APC/C mediated degradation of Cyclin A";"Degradation of beta-catenin by the destruction complex";"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha";"Neddylation";"Dectin-1 mediated noncanonical NF-kB signaling";"Negative regulation of NOTCH4 signaling";"Interleukin-1 signaling";"Defective CFTR causes cystic fibrosis";"Regulation of ornithine decarboxylase (ODC)";"The role of GTSE1 in G2/M progression after G2 checkpoint";"GLI3 is processed to GLI3R by the proteasome";"Regulation of RAS by GAPs";"Cross-presentation of soluble exogenous antigens (endosomes)";"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis";"Separation of Sister Chromatids";"Neutrophil degranulation";"Orc1 removal from chromatin";"Hedgehog 'on' state";"UCH proteinases";"G2/M Checkpoints";"TNFR2 non-canonical NF-kB pathway";"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A";"Vpu mediated degradation of CD4";"Degradation of GLI1 by the proteasome";"APC/C:Cdc20 mediated degradation of Securin";"MAPK6/MAPK4 signaling";"CDT1 association with the CDC6:ORC:origin complex";"CDK-mediated phosphorylation and removal of Cdc6";"ER-Phagosome pathway";"Hedgehog ligand biogenesis";"Degradation of AXIN";"Degradation of DVL";"Regulation of activated PAK-2p34 by proteasome mediated degradation";"Regulation of expression of SLITs and ROBOs";"AUF1 (hnRNP D0) binds and destabilizes mRNA";"RUNX1 regulates transcription of genes involved in differentiation of HSCs";"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1";"Asymmetric localization of PCP proteins";"SCF(Skp2)-mediated degradation of p27/p21";"Regulation of PTEN stability and activity";"Regulation of RUNX2 expression and activity";"Hh mutants that don't undergo autocatalytic processing are degraded by ERAD";"Regulation of RUNX3 expression and activity";"NIK--&gt;noncanonical NF-kB signaling";"Ubiquitin-dependent degradation of Cyclin D"
Dcitr02g0707011	2	Reactome: R-HSA-380994;Reactome: R-HSA-8963693	"ATF4 activates genes in response to endoplasmic reticulum stress";"Aspartate and asparagine metabolism"
Dcitr06g0544011	3	Reactome: R-HSA-6811434;Reactome: R-HSA-6798695;Reactome: R-HSA-6807878	"COPI-dependent Golgi-to-ER retrograde traffic";"Neutrophil degranulation";"COPI-mediated anterograde transport"
Dcitr05g1347013	1	Reactome: R-HSA-427975	"Proton/oligopeptide cotransporters"
Dcitr12g0679011	7	Reactome: R-HSA-2979096;Reactome: R-HSA-2644606;Reactome: R-HSA-2691232;Reactome: R-HSA-2660826;Reactome: R-HSA-2894862;Reactome: R-HSA-9013507;Reactome: R-HSA-2122948	"NOTCH2 Activation and Transmission of Signal to the Nucleus";"Constitutive Signaling by NOTCH1 PEST Domain Mutants";"Constitutive Signaling by NOTCH1 HD Domain Mutants";"Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant";"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants";"NOTCH3 Activation and Transmission of Signal to the Nucleus";"Activated NOTCH1 Transmits Signal to the Nucleus"
Dcitr00g0254011	1	Reactome: R-HSA-2672351	"Stimuli-sensing channels"
Dcitr01g1105012	1	Reactome: R-HSA-6798695	"Neutrophil degranulation"
Dcitr11g0995011	1	Reactome: R-HSA-71403	"Citric acid cycle (TCA cycle)"
Dcitr04g0359012	1	Reactome: R-HSA-189085	"Digestion of dietary carbohydrate"
Dcitr00g0556011	1	Reactome: R-HSA-197264	"Nicotinamide salvaging"
Dcitr08g0645011	1	Reactome: R-HSA-73621	"Pyrimidine catabolism"
Dcitr01g0247011	7	Reactome: R-HSA-2565942;Reactome: R-HSA-380284;Reactome: R-HSA-380270;Reactome: R-HSA-5620912;Reactome: R-HSA-380259;Reactome: R-HSA-380320;Reactome: R-HSA-8854518	"Regulation of PLK1 Activity at G2/M Transition";"Loss of proteins required for interphase microtubule organization from the centrosome";"Recruitment of mitotic centrosome proteins and complexes";"Anchoring of the basal body to the plasma membrane";"Loss of Nlp from mitotic centrosomes";"Recruitment of NuMA to mitotic centrosomes";"AURKA Activation by TPX2"
Dcitr13g0336011	8	Reactome: R-HSA-174411;Reactome: R-HSA-68952;Reactome: R-HSA-113501;Reactome: R-HSA-69091;Reactome: R-HSA-69166;Reactome: R-HSA-69183;Reactome: R-HSA-174430;Reactome: R-HSA-68962	"Polymerase switching on the C-strand of the telomere";"DNA replication initiation";"Inhibition of replication initiation of damaged DNA by RB1/E2F1";"Polymerase switching";"Removal of the Flap Intermediate";"Processive synthesis on the lagging strand";"Telomere C-strand synthesis initiation";"Activation of the pre-replicative complex"
Dcitr07g0664011	1	Reactome: R-HSA-2467813	"Separation of Sister Chromatids"
Dcitr02g1851011	2	Reactome: R-HSA-5620924;Reactome: R-HSA-5610787	"Intraflagellar transport";"Hedgehog 'off' state"
Dcitr04g0998011	1	Reactome: R-HSA-379716	"Cytosolic tRNA aminoacylation"
Dcitr04g1382011	3	Reactome: R-HSA-5389840;Reactome: R-HSA-5419276;Reactome: R-HSA-5368286	"Mitochondrial translation elongation";"Mitochondrial translation termination";"Mitochondrial translation initiation"
Dcitr01g0101011	3	Reactome: R-HSA-392517;Reactome: R-HSA-4086398;Reactome: R-HSA-418457	"Rap1 signalling";"Ca2+ pathway";"cGMP effects"
Dcitr03g1648011	2	Reactome: R-HSA-611105;Reactome: R-HSA-8876725	"Respiratory electron transport";"Protein methylation"
Dcitr09g0438011	9	Reactome: R-HSA-3560783;Reactome: R-HSA-3560801;Reactome: R-HSA-2022928;Reactome: R-HSA-3656253;Reactome: R-HSA-1971475;Reactome: R-HSA-2024096;Reactome: R-HSA-3656237;Reactome: R-HSA-4420332;Reactome: R-HSA-975634	"Defective B4GALT7 causes EDS, progeroid type";"Defective B3GAT3 causes JDSSDHD";"HS-GAG biosynthesis";"Defective EXT1 causes exostoses 1, TRPS2 and CHDS";"A tetrasaccharide linker sequence is required for GAG synthesis";"HS-GAG degradation";"Defective EXT2 causes exostoses 2";"Defective B3GALT6 causes EDSP2 and SEMDJL1";"Retinoid metabolism and transport"
Dcitr12g0257011	1	Reactome: R-HSA-983168	"Antigen processing: Ubiquitination &amp; Proteasome degradation"
Dcitr03g0467011	4	Reactome: R-HSA-71240;Reactome: R-HSA-210991;Reactome: R-HSA-352230;Reactome: R-HSA-5660862	"Tryptophan catabolism";"Basigin interactions";"Amino acid transport across the plasma membrane";"Defective SLC7A7 causes lysinuric protein intolerance (LPI)"
Dcitr05g1689011	1	Reactome: R-HSA-9609523	"Insertion of tail-anchored proteins into the endoplasmic reticulum membrane"
Dcitr01g0481011	57	Reactome: R-HSA-8854050;Reactome: R-HSA-1236978;Reactome: R-HSA-6798695;Reactome: R-HSA-68949;Reactome: R-HSA-2467813;Reactome: R-HSA-5632684;Reactome: R-HSA-5689603;Reactome: R-HSA-69481;Reactome: R-HSA-5668541;Reactome: R-HSA-69601;Reactome: R-HSA-5610780;Reactome: R-HSA-180534;Reactome: R-HSA-174154;Reactome: R-HSA-5687128;Reactome: R-HSA-69017;Reactome: R-HSA-68827;Reactome: R-HSA-5358346;Reactome: R-HSA-1236974;Reactome: R-HSA-211733;Reactome: R-HSA-9010553;Reactome: R-HSA-4641257;Reactome: R-HSA-4641258;Reactome: R-HSA-8939236;Reactome: R-HSA-450408;Reactome: R-HSA-4608870;Reactome: R-HSA-174178;Reactome: R-HSA-8948751;Reactome: R-HSA-187577;Reactome: R-HSA-8941858;Reactome: R-HSA-8939902;Reactome: R-HSA-5362768;Reactome: R-HSA-75815;Reactome: R-HSA-5676590;Reactome: R-HSA-2871837;Reactome: R-HSA-174113;Reactome: R-HSA-349425;Reactome: R-HSA-983168;Reactome: R-HSA-174084;Reactome: R-HSA-5689880;Reactome: R-HSA-202424;Reactome: R-HSA-180585;Reactome: R-HSA-5610783;Reactome: R-HSA-382556;Reactome: R-HSA-5607764;Reactome: R-HSA-1169091;Reactome: R-HSA-174184;Reactome: R-HSA-1234176;Reactome: R-HSA-8951664;Reactome: R-HSA-195253;Reactome: R-HSA-5607761;Reactome: R-HSA-9604323;Reactome: R-HSA-350562;Reactome: R-HSA-9020702;Reactome: R-HSA-5678895;Reactome: R-HSA-8852276;Reactome: R-HSA-5658442;Reactome: R-HSA-5610785	"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis";"Cross-presentation of soluble exogenous antigens (endosomes)";"Neutrophil degranulation";"Orc1 removal from chromatin";"Separation of Sister Chromatids";"Hedgehog 'on' state";"UCH proteinases";"G2/M Checkpoints";"TNFR2 non-canonical NF-kB pathway";"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A";"Degradation of GLI1 by the proteasome";"Vpu mediated degradation of CD4";"APC/C:Cdc20 mediated degradation of Securin";"MAPK6/MAPK4 signaling";"CDK-mediated phosphorylation and removal of Cdc6";"CDT1 association with the CDC6:ORC:origin complex";"Hedgehog ligand biogenesis";"ER-Phagosome pathway";"Regulation of activated PAK-2p34 by proteasome mediated degradation";"Regulation of expression of SLITs and ROBOs";"Degradation of AXIN";"Degradation of DVL";"RUNX1 regulates transcription of genes involved in differentiation of HSCs";"AUF1 (hnRNP D0) binds and destabilizes mRNA";"Asymmetric localization of PCP proteins";"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1";"Regulation of PTEN stability and activity";"SCF(Skp2)-mediated degradation of p27/p21";"Regulation of RUNX3 expression and activity";"Regulation of RUNX2 expression and activity";"Hh mutants that don't undergo autocatalytic processing are degraded by ERAD";"Ubiquitin-dependent degradation of Cyclin D";"NIK--&gt;noncanonical NF-kB signaling";"FCERI mediated NF-kB activation";"SCF-beta-TrCP mediated degradation of Emi1";"Autodegradation of the E3 ubiquitin ligase COP1";"Antigen processing: Ubiquitination &amp; Proteasome degradation";"Autodegradation of Cdh1 by Cdh1:APC/C";"Ub-specific processing proteases";"Downstream TCR signaling";"Vif-mediated degradation of APOBEC3G";"Degradation of GLI2 by the proteasome";"ABC-family proteins mediated transport";"CLEC7A (Dectin-1) signaling";"Activation of NF-kappaB in B cells";"Cdc20:Phospho-APC/C mediated degradation of Cyclin A";"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha";"Neddylation";"Degradation of beta-catenin by the destruction complex";"Dectin-1 mediated noncanonical NF-kB signaling";"Negative regulation of NOTCH4 signaling";"Regulation of ornithine decarboxylase (ODC)";"Interleukin-1 signaling";"Defective CFTR causes cystic fibrosis";"The role of GTSE1 in G2/M progression after G2 checkpoint";"Regulation of RAS by GAPs";"GLI3 is processed to GLI3R by the proteasome"
